Protein 1,Protein 1 name,Protein 2,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
3020,H3-3A,5928,RBBP4,PF00125-PF00400,-,1.0,PPI-DDI
3020,H3-3A,142,PARP1,PF00125-PF00533,-,1.0,PPI-DDI
148362,BROX,55705,IPO9,-,-,1.0,PPI
4879,NPPB,4881,NPR1,PF00212-PF01094,-,1.0,PPI-DDI
5743,PTGS2,5743,PTGS2,PF03098-PF03098 ; PF03098-PF00008 ; PF00008-PF03098 ; PF00008-PF00008,-,1.0,PPI-DDI
405,ARNT,405,ARNT,PF00010-PF00010 ; PF00010-PF00989 ; PF00989-PF00010 ; PF00989-PF00989 ; PF00989-PF14598 ; PF14598-PF00989 ; PF14598-PF14598,-,1.0,PPI-DDI
405,ARNT,23633,KPNA6,-,-,1.0,PPI
405,ARNT,842,CASP9,-,-,1.0,PPI
405,ARNT,148979,GLIS1,-,-,1.0,PPI
10654,PMVK,79005,SCNM1,-,-,1.0,PPI
10654,PMVK,10654,PMVK,-,-,1.0,PPI
10654,PMVK,2224,FDPS,-,-,1.0,PPI
6464,SHC1,54206,ERRFI1,-,-,1.0,PPI
6464,SHC1,6464,SHC1,PF00640-PF00640 ; PF00640-PF00017 ; PF00017-PF00640 ; PF00017-PF00017,-,1.0,PPI-DDI
6464,SHC1,6708,SPTA1,PF00017-PF00018,-,1.0,PPI-DDI
6464,SHC1,1441,CSF3R,PF00017-PF00041,-,1.0,PPI-DDI
54810,GIPC2,54810,GIPC2,PF00595-PF00595,-,1.0,PPI-DDI
5928,RBBP4,4000,LMNA,-,-,1.0,PPI
5928,RBBP4,23633,KPNA6,-,-,1.0,PPI
5928,RBBP4,286826,LIN9,-,-,1.0,PPI
5928,RBBP4,5928,RBBP4,PF12265-PF12265 ; PF12265-PF00400 ; PF00400-PF12265 ; PF00400-PF00400,-,1.0,PPI-DDI
5928,RBBP4,10765,KDM5B,PF00400-PF00628,-,1.0,PPI-DDI
5928,RBBP4,93185,IGSF8,PF00400-PF07686,-,1.0,PPI-DDI
5928,RBBP4,11315,PARK7,-,-,1.0,PPI
2944,GSTM1,2947,GSTM3,PF02798-PF02798 ; PF02798-PF00043 ; PF14497-PF02798 ; PF14497-PF00043,-,1.0,PPI-DDI
2944,GSTM1,2946,GSTM2,PF02798-PF00043 ; PF02798-PF02798 ; PF14497-PF00043 ; PF14497-PF02798,-,1.0,PPI-DDI
4000,LMNA,142,PARP1,-,-,1.0,PPI
4000,LMNA,56063,TMEM234,-,-,1.0,PPI
4000,LMNA,4774,NFIA,-,-,1.0,PPI
4000,LMNA,148281,SYT6,-,-,1.0,PPI
4000,LMNA,4000,LMNA,PF00932-PF00932 ; PF00038-PF00038,-,1.0,PPI-DDI
4000,LMNA,9341,VAMP3,-,-,1.0,PPI
4000,LMNA,64407,RGS18,-,-,1.0,PPI
4000,LMNA,23633,KPNA6,-,-,1.0,PPI
4000,LMNA,6708,SPTA1,-,-,1.0,PPI
4000,LMNA,7175,TPR,-,-,1.0,PPI
4000,LMNA,23528,ZNF281,-,-,1.0,PPI
4000,LMNA,22826,DNAJC8,-,-,1.0,PPI
4000,LMNA,84065,TMEM222,-,-,1.0,PPI
4000,LMNA,29889,GNL2,-,-,1.0,PPI
4000,LMNA,10228,STX6,-,-,1.0,PPI
2948,GSTM4,2947,GSTM3,PF02798-PF02798 ; PF02798-PF00043 ; PF14497-PF02798 ; PF14497-PF00043 ; PF00043-PF02798 ; PF00043-PF00043,-,1.0,PPI-DDI
2948,GSTM4,2946,GSTM2,PF02798-PF00043 ; PF02798-PF02798 ; PF14497-PF00043 ; PF14497-PF02798 ; PF00043-PF00043 ; PF00043-PF02798,-,1.0,PPI-DDI
2948,GSTM4,2949,GSTM5,PF02798-PF00043 ; PF02798-PF02798 ; PF14497-PF00043 ; PF14497-PF02798 ; PF00043-PF00043 ; PF00043-PF02798,-,1.0,PPI-DDI
2948,GSTM4,2948,GSTM4,PF02798-PF02798 ; PF02798-PF14497 ; PF02798-PF00043 ; PF14497-PF02798 ; PF14497-PF14497 ; PF14497-PF00043 ; PF00043-PF02798 ; PF00043-PF14497 ; PF00043-PF00043,-,1.0,PPI-DDI
607,BCL9,90780,PYGO2,-,-,1.0,PPI
204851,HIPK1,11315,PARK7,-,-,1.0,PPI
7170,TPM3,7170,TPM3,PF00261-PF00261 ; PF12718-PF12718,-,1.0,PPI-DDI
7170,TPM3,11315,PARK7,-,-,1.0,PPI
7170,TPM3,541468,LURAP1,-,-,1.0,PPI
4898,NRDC,4898,NRDC,PF16187-PF16187 ; PF16187-PF05193 ; PF16187-PF00675 ; PF05193-PF16187 ; PF05193-PF05193 ; PF05193-PF00675 ; PF00675-PF16187 ; PF00675-PF05193 ; PF00675-PF00675,-,1.0,PPI-DDI
4898,NRDC,646817,SETSIP,-,-,1.0,PPI
6401,SELE,6402,SELL,PF00008-PF00084 ; PF00008-PF00059 ; PF00059-PF00084 ; PF00059-PF00059 ; PF00084-PF00084 ; PF00084-PF00059,-,1.0,PPI-DDI
1104,RCC1,6886,TAL1,-,-,1.0,PPI
9928,KIF14,54499,TMCO1,-,-,1.0,PPI
9928,KIF14,55248,PACC1,-,-,1.0,PPI
2949,GSTM5,2949,GSTM5,PF00043-PF00043 ; PF00043-PF02798 ; PF02798-PF00043 ; PF02798-PF02798,-,1.0,PPI-DDI
2949,GSTM5,2947,GSTM3,PF00043-PF02798 ; PF00043-PF00043 ; PF02798-PF02798 ; PF02798-PF00043,-,1.0,PPI-DDI
2949,GSTM5,2946,GSTM2,PF00043-PF00043 ; PF00043-PF02798 ; PF02798-PF00043 ; PF02798-PF02798,-,1.0,PPI-DDI
6403,SELP,81609,SNX27,-,-,1.0,PPI
51706,CYB5R1,56893,UBQLN4,-,-,1.0,PPI
142,PARP1,142,PARP1,PF05406-PF00645 ; PF05406-PF02877 ; PF00644-PF00644 ; PF00644-PF00533 ; PF00644-PF02877 ; PF00533-PF00644 ; PF00533-PF00533 ; PF00645-PF05406 ; PF00645-PF00645 ; PF00645-PF08063 ; PF02877-PF05406 ; PF02877-PF00644 ; PF02877-PF02877 ; PF02877-PF08063 ; PF08063-PF00645 ; PF08063-PF02877,-,1.0,PPI-DDI
142,PARP1,6886,TAL1,-,-,1.0,PPI
142,PARP1,5451,POU2F1,-,-,1.0,PPI
4817,NIT1,4817,NIT1,PF00795-PF00795,-,1.0,PPI-DDI
54206,ERRFI1,54206,ERRFI1,PF11555-PF11555,-,1.0,PPI-DDI
54206,ERRFI1,64746,ACBD3,-,-,1.0,PPI
93974,ATP5IF1,56893,UBQLN4,-,-,1.0,PPI
64769,MEAF6,55929,DMAP1,-,-,1.0,PPI
64769,MEAF6,6944,VPS72,-,-,1.0,PPI
64769,MEAF6,23633,KPNA6,-,-,1.0,PPI
9341,VAMP3,10228,STX6,PF00957-PF05739,-,1.0,PPI-DDI
9341,VAMP3,55248,PACC1,-,-,1.0,PPI
55705,IPO9,55248,PACC1,-,-,1.0,PPI
51361,HOOK1,51361,HOOK1,PF05622-PF05622,-,1.0,PPI-DDI
284541,CYP4A22,1579,CYP4A11,PF00067-PF00067,-,1.0,PPI-DDI
23421,ITGB3BP,23421,ITGB3BP,-,-,1.0,PPI
9911,TMCC2,9911,TMCC2,-,-,1.0,PPI
64757,MARC1,64216,TFB2M,-,-,1.0,PPI
5784,PTPN14,51133,KCTD3,-,-,1.0,PPI
5784,PTPN14,5784,PTPN14,PF09380-PF09380 ; PF09380-PF00373 ; PF09380-PF09379 ; PF00373-PF09380 ; PF00373-PF00373 ; PF00373-PF00102 ; PF00373-PF09379 ; PF00102-PF00373 ; PF00102-PF00102 ; PF09379-PF09380 ; PF09379-PF00373 ; PF09379-PF09379,-,1.0,PPI-DDI
5351,PLOD1,5351,PLOD1,PF03171-PF03171,-,1.0,PPI-DDI
5129,CDK18,8668,EIF3I,PF00069-PF00400,-,1.0,PPI-DDI
92342,METTL18,5997,RGS2,-,-,1.0,PPI
92342,METTL18,8668,EIF3I,-,-,1.0,PPI
92342,METTL18,6726,SRP9,-,-,1.0,PPI
65123,INTS3,65123,INTS3,-,-,1.0,PPI
2153,F5,2153,F5,PF07732-PF07732 ; PF07732-PF00754 ; PF00754-PF07732 ; PF00754-PF00754,-,1.0,PPI-DDI
55248,PACC1,84065,TMEM222,-,-,1.0,PPI
64853,AIDA,64853,AIDA,-,-,1.0,PPI
59349,KLHL12,59349,KLHL12,PF07707-PF00651 ; PF00651-PF07707 ; PF00651-PF00651 ; PF01344-PF01344,-,1.0,PPI-DDI
5195,PEX14,5195,PEX14,PF04695-PF04695,-,1.0,PPI-DDI
842,CASP9,842,CASP9,PF00656-PF00656 ; PF00656-PF00619 ; PF00619-PF00656 ; PF00619-PF00619,-,1.0,PPI-DDI
