Gene 1 ID,Gene 2 ID,Score
ENSG00000124171,ENSG00000165572,1.0
ENSG00000124171,ENSG00000095203,1.0
ENSG00000124171,ENSG00000136238,1.0
ENSG00000124171,ENSG00000120696,1.0
ENSG00000124171,ENSG00000067704,1.0
ENSG00000188786,ENSG00000100393,1.0
ENSG00000188786,ENSG00000139675,1.0
ENSG00000188786,ENSG00000148303,1.0
ENSG00000188786,ENSG00000105640,1.0
ENSG00000188786,ENSG00000026025,1.0
ENSG00000188786,ENSG00000159217,1.0
ENSG00000188786,ENSG00000122566,1.0
ENSG00000112276,ENSG00000106211,1.0
ENSG00000115596,ENSG00000116574,1.0
ENSG00000172020,ENSG00000179886,1.0
ENSG00000172020,ENSG00000163823,1.0
ENSG00000129988,ENSG00000099381,1.0
ENSG00000129988,ENSG00000106211,1.0
ENSG00000101421,ENSG00000101421,1.0
ENSG00000101421,ENSG00000273802,1.0
ENSG00000101421,ENSG00000075785,1.0
ENSG00000101421,ENSG00000167207,1.0
ENSG00000101421,ENSG00000179958,1.0
ENSG00000101421,ENSG00000025800,1.0
ENSG00000101421,ENSG00000108055,1.0
ENSG00000101421,ENSG00000164695,1.0
ENSG00000101421,ENSG00000254772,1.0
ENSG00000101421,ENSG00000176108,1.0
ENSG00000167136,ENSG00000165059,1.0
ENSG00000167136,ENSG00000086061,1.0
ENSG00000101445,ENSG00000197915,1.0
ENSG00000101445,ENSG00000161405,1.0
ENSG00000101445,ENSG00000138180,1.0
ENSG00000173762,ENSG00000100097,1.0
ENSG00000173762,ENSG00000155252,1.0
ENSG00000198883,ENSG00000198883,1.0
ENSG00000198883,ENSG00000026025,1.0
ENSG00000198883,ENSG00000065491,1.0
ENSG00000198883,ENSG00000147400,1.0
ENSG00000198883,ENSG00000176903,1.0
ENSG00000273802,ENSG00000196700,1.0
ENSG00000273802,ENSG00000112365,1.0
ENSG00000273802,ENSG00000068784,1.0
ENSG00000273802,ENSG00000278129,1.0
ENSG00000273802,ENSG00000272196,1.0
ENSG00000273802,ENSG00000121621,1.0
ENSG00000273802,ENSG00000253276,1.0
ENSG00000273802,ENSG00000187626,1.0
ENSG00000273802,ENSG00000088325,1.0
ENSG00000273802,ENSG00000258724,1.0
ENSG00000273802,ENSG00000117000,1.0
ENSG00000273802,ENSG00000110104,1.0
ENSG00000273802,ENSG00000264364,1.0
ENSG00000273802,ENSG00000165572,1.0
ENSG00000273802,ENSG00000090889,1.0
ENSG00000273802,ENSG00000089289,1.0
ENSG00000273802,ENSG00000115241,1.0
ENSG00000187498,ENSG00000187498,1.0
ENSG00000187498,ENSG00000100985,1.0
ENSG00000157741,ENSG00000113722,1.0
ENSG00000163221,ENSG00000163221,1.0
ENSG00000158623,ENSG00000096401,1.0
ENSG00000158623,ENSG00000124216,1.0
ENSG00000158623,ENSG00000188021,1.0
ENSG00000158623,ENSG00000184845,1.0
ENSG00000158623,ENSG00000186834,1.0
ENSG00000158623,ENSG00000158623,1.0
ENSG00000158623,ENSG00000135269,1.0
ENSG00000158623,ENSG00000158748,1.0
ENSG00000005249,ENSG00000173726,1.0
ENSG00000005249,ENSG00000165059,1.0
ENSG00000005249,ENSG00000162078,1.0
ENSG00000005249,ENSG00000023516,1.0
ENSG00000005249,ENSG00000065371,1.0
ENSG00000005249,ENSG00000065135,1.0
ENSG00000005249,ENSG00000170759,1.0
ENSG00000005249,ENSG00000083635,1.0
ENSG00000005249,ENSG00000111845,1.0
ENSG00000005249,ENSG00000181449,1.0
ENSG00000005249,ENSG00000157654,1.0
ENSG00000005249,ENSG00000101367,1.0
ENSG00000176009,ENSG00000176009,1.0
ENSG00000123892,ENSG00000118508,1.0
ENSG00000140459,ENSG00000137714,1.0
ENSG00000164588,ENSG00000099822,1.0
ENSG00000164588,ENSG00000164588,1.0
ENSG00000164588,ENSG00000138622,1.0
ENSG00000254997,ENSG00000196734,1.0
ENSG00000254997,ENSG00000106511,1.0
ENSG00000254997,ENSG00000185742,1.0
ENSG00000254997,ENSG00000112365,1.0
ENSG00000254997,ENSG00000163206,1.0
ENSG00000254997,ENSG00000108256,1.0
ENSG00000254997,ENSG00000175946,1.0
ENSG00000119946,ENSG00000113303,0.0
ENSG00000119946,ENSG00000174684,1.0
ENSG00000119946,ENSG00000251664,1.0
ENSG00000119946,ENSG00000112697,1.0
ENSG00000204390,ENSG00000174943,1.0
ENSG00000204390,ENSG00000099795,1.0
ENSG00000204390,ENSG00000185345,1.0
ENSG00000204390,ENSG00000188021,1.0
ENSG00000204390,ENSG00000110395,1.0
ENSG00000204390,ENSG00000118971,1.0
ENSG00000204390,ENSG00000096401,1.0
ENSG00000204390,ENSG00000074696,1.0
ENSG00000204390,ENSG00000131462,1.0
ENSG00000204390,ENSG00000186834,1.0
ENSG00000204390,ENSG00000173110,1.0
ENSG00000204390,ENSG00000147684,1.0
ENSG00000204390,ENSG00000117650,1.0
ENSG00000188883,ENSG00000213281,1.0
ENSG00000188883,ENSG00000183798,1.0
ENSG00000188883,ENSG00000172986,1.0
ENSG00000188883,ENSG00000125657,0.0
