Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
USP13-201,UBL4A,8266,PF00240-PF00443 ; PF00240-PF00627 ; PF00240-PF02148,,0.0,Retained
USP13-201,SYNCRIP,10492,PF00076-PF00627,,0.0,Retained
USP13-201,RAD23A,5886,PF00627-PF00627 ; PF09280-PF00627 ; PF02148-PF00240 ; PF00240-PF00443 ; PF00240-PF00627,,0.0,Retained
USP13-201,MYO15A,51168,PF00063-PF00443,,0.0,Retained
USP13-201,G3BP1,10146,PF00076-PF00627,,0.0,Retained
USP13-201,ITCH,83737,PF00632-PF00627,,0.0,Retained
USP13-201,BAG6,7917,PF02148-PF00240 ; PF00240-PF00443 ; PF00240-PF00627,,0.0,Retained
USP13-201,VCP,7415,PF00004-PF00443 ; PF00004-PF00627,,0.0,Retained
USP13-201,USP5,8078,PF00627-PF00627 ; PF02148-PF02148 ; PF17807-PF00443 ; PF17807-PF00443 ; PF00443-PF00443,,0.0,Retained
USP13-201,ZEB1,6935,PF00096-PF00443 ; PF00096-PF00627,,0.0,Retained
USP13-201,UBC,7316,PF00240-PF00443 ; PF00240-PF00627 ; PF00240-PF02148,,0.0,Retained
USP13-201,NEDD8,4738,PF00240-PF00443 ; PF00240-PF00627 ; PF00240-PF02148,,0.0,Retained
USP13-201,PABPC1,26986,PF00627-PF00076,,0.0,Retained
USP13-201,FNBP1L,54874,PF00627-PF00018 ; PF00018-PF00443,,0.0,Retained
USP13-201,UBE3C,9690,PF00627-PF00632,,0.0,Retained
USP13-201,CYLD,1540,PF17807-PF00443 ; PF00443-PF00443,,0.0,Retained
