Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
EIF4G3-204,EIF4G1,1981,PF02020-PF02847 ; PF02020-PF02020 ; PF02020-PF02854 ; PF02854-PF02854 ; PF02854-PF02020 ; PF02847-PF02847 ; PF02847-PF02020,,0.0,Retained
EIF4G3-204,PABPC4,8761,PF02020-PF00076 ; PF02854-PF00076,,0.0,Retained
EIF4G3-204,HNRNPL,3191,PF02020-PF00076 ; PF02854-PF00076,,0.0,Retained
EIF4G3-204,RBFOX2,23543,PF02020-PF00076 ; PF02854-PF00076,,0.0,Retained
EIF4G3-204,TARDBP,23435,PF02020-PF00076 ; PF02854-PF00076,,0.0,Retained
EIF4G3-204,EIF2B5,8893,PF02020-PF02020 ; PF02854-PF02020 ; PF02847-PF02020,,0.0,Retained
EIF4G3-204,EIF3B,8662,PF02020-PF00076 ; PF02854-PF00076,,0.0,Retained
EIF4G3-204,EIF4A1,1973,PF00270-PF02854 ; PF00270-PF02847 ; PF02854-PF00271 ; PF02847-PF00271,,0.0,Retained
EIF4G3-204,EIF4E,1977,PF02854-PF01652,,0.0,Retained
EIF4G3-204,PABPC1,26986,PF02020-PF00076 ; PF02854-PF00076,,0.0,Retained
EIF4G3-204,EIF4A2,1974,PF02854-PF00271 ; PF02854-PF00270 ; PF02847-PF00271 ; PF02847-PF00270,,0.0,Retained
EIF4G3-204,EIF4G2,1982,PF02847-PF02847 ; PF02847-PF02020 ; PF02020-PF02854 ; PF02020-PF02020 ; PF02020-PF02854 ; PF02020-PF02847 ; PF02854-PF02854,,0.0,Retained
