Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
CALM2-212,STK11,6794,PF00069-PF13499,,0.0,Retained
CALM2-212,LRRK2,120892,PF00069-PF13499,,0.0,Retained
CALM2-212,IQCE,23288,PF00612-PF13499,,0.0,Retained
CALM2-212,PPEF1,5475,PF13499-PF13499 ; PF13499-PF13833 ; PF00149-PF13499 ; PF13499-PF00612,,0.0,Retained
CALM2-212,IQGAP3,128239,PF00307-PF13499 ; PF13499-PF00612,,0.0,Retained
CALM2-212,KCNQ2,3785,PF03520-PF13499 ; PF00520-PF13499,,0.0,Retained
CALM2-212,KCNIP3,30818,PF13833-PF13833 ; PF13833-PF13499 ; PF13499-PF13499 ; PF13499-PF13833,,0.0,Retained
CALM2-212,CACNA1A,773,PF00520-PF13499 ; PF13833-PF08763 ; PF13499-PF08763,,0.0,Retained
CALM2-212,PPP3CB,5532,PF00149-PF13499,,0.0,Retained
CALM2-212,MYO6,4646,PF00063-PF13499,,0.0,Retained
CALM2-212,INVS,27130,PF12796-PF13499 ; PF00612-PF13499,,0.0,Retained
CALM2-212,IQCB1,9657,PF00612-PF13499,,0.0,Retained
CALM2-212,PPEF2,5470,PF13499-PF13499 ; PF13499-PF13833 ; PF00149-PF13499,,0.0,Retained
CALM2-212,IQCN,80726,PF00612-PF13499,,0.0,Retained
CALM2-212,MARCKS,4082,PF02063-PF13499,,0.0,Retained
