Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PRKCZ-204,AKT2,208,PF00069-PF00069 ; PF00069-PF00433 ; PF00069-PF00130 ; PF00069-PF00169 ; PF00069-PF00433 ; PF00130-PF00433 ; PF00130-PF00169 ; PF00169-PF00433 ; PF00433-PF00433,PF00069-PF00564,10.0,Affected
PRKCZ-204,EPHB4,2050,PF01404-PF00069 ; PF00536-PF00069 ; PF00069-PF07714 ; PF00069-PF00041,,0.0,Retained
PRKCZ-204,DAPK3,1613,PF00069-PF00069 ; PF00130-PF00069 ; PF00069-PF00433,PF00069-PF00564,25.0,Affected
PRKCZ-204,SLC25A5,292,PF00153-PF00069,,0.0,Retained
PRKCZ-204,WDR26,80232,PF00069-PF00400,,0.0,Retained
PRKCZ-204,MAPK7,5598,PF00069-PF00069 ; PF00130-PF00069 ; PF00069-PF00433,PF00069-PF00564,25.0,Affected
PRKCZ-204,RAF1,5894,PF02196-PF00069 ; PF02196-PF00433 ; PF02196-PF00130 ; PF07714-PF00069 ; PF00130-PF00069 ; PF00130-PF00433 ; PF00130-PF00130,,0.0,Retained
PRKCZ-204,DNAJC13,23317,PF00069-PF00226,,0.0,Retained
PRKCZ-204,SQSTM1,8878,PF00069-PF00564,PF00564-PF00564,50.0,Affected
PRKCZ-204,TIAM1,7074,PF00069-PF00621 ; PF00069-PF02196 ; PF00069-PF00595 ; PF00069-PF00169 ; PF00595-PF00433 ; PF00621-PF00130 ; PF00169-PF00433 ; PF00169-PF00130 ; PF00130-PF02196 ; PF02196-PF00433,PF00595-PF00564 ; PF00621-PF00564,17.0,Affected
PRKCZ-204,LLGL1,3996,PF00400-PF00069,,0.0,Retained
PRKCZ-204,PSMD1,5707,PF13646-PF00069,,0.0,Retained
PRKCZ-204,EEF1A1,1915,PF00069-PF00009,,0.0,Retained
PRKCZ-204,ECT2,1894,PF00069-PF00533 ; PF00069-PF00621 ; PF00621-PF00130,PF00621-PF00564,25.0,Affected
PRKCZ-204,AJUBA,84962,PF00412-PF00069,,0.0,Retained
PRKCZ-204,HSP90AA1,3320,PF02518-PF00069 ; PF00183-PF00069,,0.0,Retained
