Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PRKCZ-224,PARD3,56288,PF00564-PF00595,PF00595-PF00433 ; PF00595-PF00069,67.0,Affected
PRKCZ-224,AKT2,208,PF00564-PF00069,PF00069-PF00169 ; PF00069-PF00069 ; PF00069-PF00433 ; PF00069-PF00433 ; PF00069-PF00130 ; PF00433-PF00169 ; PF00433-PF00433 ; PF00433-PF00130 ; PF00169-PF00130,90.0,Affected
PRKCZ-224,DAPK3,1613,PF00564-PF00069,PF00069-PF00069 ; PF00433-PF00069 ; PF00130-PF00069,75.0,Affected
PRKCZ-224,NCL,4691,,PF00069-PF00076,100.0,Lost
PRKCZ-224,SLC25A5,292,,PF00069-PF00153,100.0,Lost
PRKCZ-224,NCF1,653361,PF00564-PF00018 ; PF00564-PF00787,PF00069-PF00018 ; PF00069-PF00787 ; PF00018-PF00130,60.0,Affected
PRKCZ-224,SRC,6714,PF00564-PF00018,PF00069-PF07714 ; PF00069-PF00018 ; PF00069-PF00017 ; PF00018-PF00130 ; PF00433-PF00017 ; PF00130-PF00017,86.0,Affected
PRKCZ-224,PDPK1,5170,PF00564-PF00069,PF00069-PF00069 ; PF00433-PF00069 ; PF00069-PF00130,75.0,Affected
PRKCZ-224,CCT2,10576,,PF00069-PF00118,100.0,Lost
PRKCZ-224,EIF3B,8662,,PF00069-PF00076,100.0,Lost
PRKCZ-224,RPS6KB1,6198,PF00564-PF00069,PF00069-PF00069 ; PF00069-PF00433 ; PF00433-PF00069 ; PF00433-PF00433 ; PF00069-PF00130 ; PF00130-PF00433,86.0,Affected
PRKCZ-224,GRWD1,83743,,PF00069-PF00400,100.0,Lost
PRKCZ-224,PTPN14,5784,,PF00069-PF00102,100.0,Lost
PRKCZ-224,NFATC2,4773,,PF00069-PF00554,100.0,Lost
PRKCZ-224,NR5A1,2516,,PF00105-PF00069 ; PF00069-PF00104,100.0,Lost
PRKCZ-224,AJUBA,84962,,PF00069-PF00412,100.0,Lost
PRKCZ-224,TAB1,10454,,PF00481-PF00069,100.0,Lost
PRKCZ-224,PRKCI,5584,PF00564-PF00069 ; PF00564-PF00564,PF00069-PF00433 ; PF00069-PF00130 ; PF00069-PF00069 ; PF00069-PF00564 ; PF00433-PF00433 ; PF00433-PF00130 ; PF00433-PF00069 ; PF00433-PF00130 ; PF00069-PF00130 ; PF00130-PF00130,83.0,Affected
PRKCZ-224,DNAJC13,23317,,PF00069-PF00226,100.0,Lost
PRKCZ-224,ECT2,1894,PF00564-PF00621,PF00069-PF00621 ; PF00069-PF00533 ; PF00621-PF00130,75.0,Affected
PRKCZ-224,AKT1,207,PF00564-PF00069,PF00069-PF00069 ; PF00069-PF00433 ; PF00069-PF00169 ; PF00169-PF00433 ; PF00169-PF00130 ; PF00069-PF00433 ; PF00069-PF00130 ; PF00433-PF00433 ; PF00433-PF00130,90.0,Affected
PRKCZ-224,ADAP1,11033,,PF00069-PF00169 ; PF00169-PF00433 ; PF00169-PF00130,100.0,Lost
PRKCZ-224,MAP2K5,5607,PF00564-PF00564 ; PF00564-PF00069,PF00069-PF00564 ; PF00069-PF00069 ; PF00433-PF00069 ; PF00069-PF00130,67.0,Affected
PRKCZ-224,MAP3K10,4294,,PF00069-PF07714,100.0,Lost
PRKCZ-224,PPP2CA,5515,,PF00069-PF00149,100.0,Lost
PRKCZ-224,WWC1,23286,,PF00069-PF00397 ; PF00069-PF00168 ; PF00433-PF00168 ; PF00168-PF00130,100.0,Lost
PRKCZ-224,SNRPD1,6632,,PF00069-PF01423,100.0,Lost
PRKCZ-224,CSNK2B,1460,,PF00069-PF01214,100.0,Lost
PRKCZ-224,SP1,6667,,PF00069-PF00096,100.0,Lost
PRKCZ-224,EIF4A1,1973,,PF00069-PF00271 ; PF00069-PF00270,100.0,Lost
PRKCZ-224,EGFR,1956,,PF00069-PF01030 ; PF00069-PF07714 ; PF00069-PF00757 ; PF00433-PF00757,100.0,Lost
PRKCZ-224,EEF1A1,1915,,PF00069-PF00009,100.0,Lost
PRKCZ-224,ZNF71,58491,,PF00069-PF00096,100.0,Lost
PRKCZ-224,APPL1,26060,,PF00069-PF00169 ; PF00169-PF00433 ; PF00169-PF00130,100.0,Lost
PRKCZ-224,F11R,50848,,PF00069-PF07686 ; PF00069-PF00047,100.0,Lost
PRKCZ-224,HSPA9,3313,,PF00069-PF00012,100.0,Lost
PRKCZ-224,CDC37,11140,,PF08565-PF00069 ; PF00069-PF03234,100.0,Lost
PRKCZ-224,IRAK1,3654,PF00564-PF00069,PF00069-PF00433 ; PF00069-PF00069 ; PF00069-PF00130 ; PF00069-PF00531 ; PF00069-PF07714,83.0,Affected
PRKCZ-224,TIAM1,7074,PF00564-PF00621 ; PF00564-PF00595,PF00169-PF00433 ; PF00169-PF00069 ; PF00169-PF00130 ; PF00069-PF02196 ; PF00069-PF00621 ; PF00069-PF00595 ; PF00433-PF02196 ; PF00433-PF00595 ; PF02196-PF00130 ; PF00621-PF00130,83.0,Affected
PRKCZ-224,PARD6B,84612,PF00564-PF00564 ; PF00564-PF00595,PF00069-PF00564 ; PF00069-PF00595 ; PF00595-PF00433,60.0,Affected
PRKCZ-224,WDR26,80232,,PF00069-PF00400,100.0,Lost
PRKCZ-224,RELA,5970,,PF00069-PF00554,100.0,Lost
PRKCZ-224,YWHAQ,10971,,PF00069-PF00244,100.0,Lost
PRKCZ-224,ABL1,25,PF00564-PF00018,PF00069-PF07714 ; PF00069-PF00018 ; PF00069-PF00017 ; PF00017-PF00433 ; PF00017-PF00130 ; PF00018-PF00130,86.0,Affected
PRKCZ-224,LLGL2,3993,,PF00069-PF00400,100.0,Lost
PRKCZ-224,KIF11,3832,,PF00069-PF00225,100.0,Lost
PRKCZ-224,YWHAH,7533,,PF00244-PF00069,100.0,Lost
PRKCZ-224,HSP90AA1,3320,,PF00069-PF00183 ; PF00069-PF02518,100.0,Lost
PRKCZ-224,PTPRZ1,5803,,PF00069-PF00041 ; PF00069-PF00102,100.0,Lost
PRKCZ-224,MAPK7,5598,PF00564-PF00069,PF00069-PF00433 ; PF00069-PF00069 ; PF00069-PF00130,75.0,Affected
PRKCZ-224,YWHAB,7529,,PF00069-PF00244,100.0,Lost
PRKCZ-224,JAK1,3716,,PF00069-PF07714,100.0,Lost
PRKCZ-224,SLC25A3,5250,,PF00069-PF00153,100.0,Lost
PRKCZ-224,SNRPD2,6633,,PF00069-PF01423,100.0,Lost
PRKCZ-224,GRM5,2915,,PF00069-PF01094,100.0,Lost
PRKCZ-224,LRRK2,120892,PF00564-PF00069,PF00069-PF08477 ; PF00069-PF00069 ; PF00069-PF00433 ; PF00069-PF00130,80.0,Affected
PRKCZ-224,HSPA5,3309,,PF00069-PF00012,100.0,Lost
PRKCZ-224,CFL1,1072,,PF00069-PF00241,100.0,Lost
PRKCZ-224,NCOA3,8202,,PF00069-PF00989,100.0,Lost
PRKCZ-224,SQSTM1,8878,PF00564-PF00564,PF00069-PF00564,50.0,Affected
PRKCZ-224,EPHB4,2050,,PF00069-PF00041 ; PF00069-PF07714 ; PF00069-PF01404 ; PF00069-PF00536,100.0,Lost
PRKCZ-224,PPP1CC,5501,,PF00069-PF00149,100.0,Lost
PRKCZ-224,DDX3X,1654,,PF00069-PF00271 ; PF00069-PF00270,100.0,Lost
PRKCZ-224,LLGL1,3996,,PF00069-PF00400,100.0,Lost
PRKCZ-224,GRB14,2888,,PF00169-PF00433 ; PF00169-PF00069 ; PF00169-PF00130 ; PF00069-PF00788 ; PF00069-PF00017 ; PF00017-PF00433 ; PF00017-PF00130,100.0,Lost
PRKCZ-224,PARD6G,84552,PF00564-PF00564 ; PF00564-PF00595,PF00069-PF00564 ; PF00069-PF00595 ; PF00433-PF00595,60.0,Affected
PRKCZ-224,CDC42BPB,9578,PF00564-PF00069,PF00130-PF00433 ; PF00130-PF00069 ; PF00130-PF00130 ; PF00069-PF00780 ; PF00069-PF00069 ; PF00069-PF00433 ; PF00069-PF00130,88.0,Affected
PRKCZ-224,HSP90AB1,3326,,PF00183-PF00069 ; PF00069-PF02518,100.0,Lost
PRKCZ-224,PPIA,5478,,PF00069-PF00160,100.0,Lost
PRKCZ-224,CCT6A,908,,PF00069-PF00118,100.0,Lost
PRKCZ-224,YWHAG,7532,,PF00069-PF00244,100.0,Lost
PRKCZ-224,HDAC6,10013,,PF00069-PF00850,100.0,Lost
PRKCZ-224,PARD6A,50855,PF00564-PF00564 ; PF00564-PF00595,PF00069-PF00564 ; PF00069-PF00595 ; PF00433-PF00595,60.0,Affected
PRKCZ-224,YWHAZ,7534,,PF00069-PF00244,100.0,Lost
PRKCZ-224,RAF1,5894,,PF00130-PF00433 ; PF00130-PF00069 ; PF00130-PF00130 ; PF00069-PF02196 ; PF00069-PF07714 ; PF02196-PF00433 ; PF02196-PF00130,100.0,Lost
PRKCZ-224,ESR1,2099,,PF00069-PF00104 ; PF00069-PF00105,100.0,Lost
PRKCZ-224,GSK3B,2932,PF00564-PF00069,PF00069-PF00433 ; PF00069-PF00069 ; PF00069-PF00130,75.0,Affected
PRKCZ-224,STK38,11329,PF00564-PF00069,PF00069-PF00069 ; PF00069-PF00433 ; PF00433-PF00433 ; PF00433-PF00130 ; PF00069-PF00433 ; PF00069-PF00130,86.0,Affected
PRKCZ-224,PSMD1,5707,,PF00069-PF13646,100.0,Lost
PRKCZ-224,AMHR2,269,PF00564-PF00069,PF01064-PF00069 ; PF07714-PF00069 ; PF00069-PF00433 ; PF00069-PF00069 ; PF00069-PF00130,83.0,Affected
PRKCZ-224,FADD,8772,,PF00531-PF00069 ; PF00069-PF01335,100.0,Lost
PRKCZ-224,NAP1L1,4673,,PF00069-PF00956,100.0,Lost
PRKCZ-224,HNRNPL,3191,,PF00069-PF00076,100.0,Lost
PRKCZ-224,CCT5,22948,,PF00069-PF00118,100.0,Lost
PRKCZ-224,AKT3,10000,PF00564-PF00069,PF00169-PF00433 ; PF00169-PF00069 ; PF00169-PF00130 ; PF00069-PF00069 ; PF00069-PF00433 ; PF00433-PF00433 ; PF00433-PF00130 ; PF00433-PF00069 ; PF00069-PF00130,90.0,Affected
PRKCZ-224,PPIL4,85313,,PF00069-PF00076 ; PF00069-PF00160,100.0,Lost
