Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMA5-201,PSMA1,5682,PF00227-PF10584 ; PF00227-PF00227 ; PF10584-PF10584 ; PF00227-PF10584,,0.0,Retained
PSMA5-201,POMP,51371,PF00227-PF05348,,0.0,Retained
PSMA5-201,PSMB1,5689,PF00227-PF00227 ; PF10584-PF00227,,0.0,Retained
PSMA5-201,PSME4,23198,PF00227-PF11919 ; PF00227-PF16507 ; PF16507-PF10584 ; PF11919-PF10584,,0.0,Retained
PSMA5-201,USP14,9097,PF00227-PF00443,,0.0,Retained
PSMA5-201,PSMB6,5694,PF00227-PF00227 ; PF00227-PF10584,,0.0,Retained
PSMA5-201,CUL1,8454,PF00227-PF00888,,0.0,Retained
PSMA5-201,PSMC6,5706,PF00227-PF17862 ; PF00227-PF00004 ; PF00004-PF10584 ; PF17862-PF10584,,0.0,Retained
PSMA5-201,PSMD13,5719,PF00227-PF01399,,0.0,Retained
PSMA5-201,PSMB5,5693,PF00227-PF00227 ; PF10584-PF00227,,0.0,Retained
PSMA5-201,PLK1,5347,PF00227-PF00069,,0.0,Retained
PSMA5-201,PSMD14,10213,PF00227-PF01398,,0.0,Retained
PSMA5-201,PSMB3,5691,PF00227-PF00227 ; PF00227-PF10584,,0.0,Retained
PSMA5-201,USP7,7874,PF00227-PF00443,,0.0,Retained
PSMA5-201,PSMC4,5704,PF00227-PF00004 ; PF00227-PF17862 ; PF00004-PF10584 ; PF17862-PF10584,,0.0,Retained
PSMA5-201,PSMA6,5687,PF00227-PF00227 ; PF00227-PF10584 ; PF00227-PF10584 ; PF10584-PF10584,,0.0,Retained
PSMA5-201,PSME2,5721,PF02252-PF10584,,0.0,Retained
PSMA5-201,PSMB7,5695,PF00227-PF12465 ; PF00227-PF00227 ; PF00227-PF10584,,0.0,Retained
PSMA5-201,PSMD1,5707,PF00227-PF01851,,0.0,Retained
PSMA5-201,PSMB4,5692,PF00227-PF00227 ; PF00227-PF10584,,0.0,Retained
PSMA5-201,PSMC5,5705,PF00227-PF00004 ; PF00227-PF17862 ; PF17862-PF10584 ; PF00004-PF10584,,0.0,Retained
PSMA5-201,PSME3,10197,PF02252-PF10584,,0.0,Retained
PSMA5-201,PSMA8,143471,PF00227-PF10584 ; PF00227-PF00227 ; PF00227-PF10584 ; PF10584-PF10584,,0.0,Retained
PSMA5-201,PSMA3,5684,PF00227-PF10584 ; PF00227-PF00227 ; PF00227-PF10584 ; PF10584-PF10584,,0.0,Retained
PSMA5-201,PSMD6,9861,PF00227-PF01399,,0.0,Retained
PSMA5-201,PSMC1,5700,PF00227-PF17862 ; PF00227-PF00004 ; PF00004-PF10584 ; PF10584-PF17862,,0.0,Retained
PSMA5-201,PPP6C,5537,PF00227-PF00149,,0.0,Retained
PSMA5-201,AURKA,6790,PF00227-PF00069,,0.0,Retained
PSMA5-201,CUL7,9820,PF00227-PF00888,,0.0,Retained
PSMA5-201,PSMD11,5717,PF00227-PF18055 ; PF00227-PF01399,,0.0,Retained
PSMA5-201,PSMC3,5702,PF00227-PF00004 ; PF00227-PF17862 ; PF00004-PF10584 ; PF17862-PF10584,,0.0,Retained
PSMA5-201,UCHL5,51377,PF00227-PF01088,,0.0,Retained
PSMA5-201,PSMC2,5701,PF00227-PF17862 ; PF00227-PF00004 ; PF10584-PF17862 ; PF10584-PF00004,,0.0,Retained
PSMA5-201,PSMA2,5683,PF00227-PF10584 ; PF00227-PF00227 ; PF00227-PF10584 ; PF10584-PF10584,,0.0,Retained
PSMA5-201,CUL3,8452,PF00227-PF00888,,0.0,Retained
PSMA5-201,GAK,2580,PF00227-PF00069,,0.0,Retained
PSMA5-201,PSMB2,5690,PF00227-PF00227 ; PF00227-PF10584,,0.0,Retained
PSMA5-201,PSMD2,5708,PF00227-PF01851,,0.0,Retained
PSMA5-201,PSMB8,5696,PF00227-PF00227 ; PF00227-PF10584,,0.0,Retained
PSMA5-201,PSMD3,5709,PF00227-PF01399,,0.0,Retained
PSMA5-201,PSMD7,5713,PF00227-PF01398,,0.0,Retained
PSMA5-201,CDK2,1017,PF00227-PF00069,,0.0,Retained
PSMA5-201,PSMA4,5685,PF00227-PF00227 ; PF00227-PF10584 ; PF00227-PF10584 ; PF10584-PF10584,,0.0,Retained
PSMA5-201,PSMA7,5688,PF00227-PF00227 ; PF00227-PF10584 ; PF10584-PF10584 ; PF10584-PF00227,,0.0,Retained
PSMA5-201,PSMD12,5718,PF00227-PF01399,,0.0,Retained
PSMA5-201,PSMB9,5698,PF00227-PF00227 ; PF10584-PF00227,,0.0,Retained
