Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
RNF115-202,UBE2D4,51619,PF00179-PF13639,,0.0,Retained
RNF115-202,UBE2E1,7324,PF00179-PF13639,,0.0,Retained
RNF115-202,UBE2W,55284,PF00179-PF13639,,0.0,Retained
RNF115-202,UBE2I,7329,PF00179-PF13639,,0.0,Retained
RNF115-202,UBE2D2,7322,PF00179-PF13639,,0.0,Retained
RNF115-202,UBE2D1,7321,PF00179-PF13639,,0.0,Retained
RNF115-202,RAD23A,5886,PF00240-PF13639,,0.0,Retained
RNF115-202,UBC,7316,PF00240-PF13639,,0.0,Retained
RNF115-202,UBE2E3,10477,PF00179-PF13639,,0.0,Retained
RNF115-202,BAG6,7917,PF00240-PF13639,,0.0,Retained
RNF115-202,UBE2N,7334,PF00179-PF13639,,0.0,Retained
RNF115-202,UBE2D3,7323,PF00179-PF13639,,0.0,Retained
