Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
HNRNPCL1-201,COPS5,10987,PF00076-PF01398,,0.0,Retained
HNRNPCL1-201,HNRNPUL2,221092,PF02037-PF00076,,0.0,Retained
HNRNPCL1-201,HNRNPC,3183,PF00076-PF00076,,0.0,Retained
HNRNPCL1-201,ELAVL2,1993,PF00076-PF00076,,0.0,Retained
HNRNPCL1-201,SREK1,140890,PF00076-PF00076,,0.0,Retained
HNRNPCL1-201,SRPK2,6733,PF00076-PF00069,,0.0,Retained
HNRNPCL1-201,WWOX,51741,PF00076-PF00397,,0.0,Retained
HNRNPCL1-201,LARP7,51574,PF05383-PF00076 ; PF00076-PF00076,,0.0,Retained
HNRNPCL1-201,EIF2AK2,5610,PF00069-PF00076,,0.0,Retained
HNRNPCL1-201,BUB1,699,PF00069-PF00076,,0.0,Retained
HNRNPCL1-201,HNRNPD,3184,PF00076-PF00076,,0.0,Retained
