Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMD3-201,PSMD6,9861,PF01399-PF10602 ; PF01399-PF01399 ; PF08375-PF01399,,0.0,Retained
PSMD3-201,PSMA3,5684,PF01399-PF00227,,0.0,Retained
PSMD3-201,PSMD11,5717,PF18503-PF08375 ; PF01399-PF01399 ; PF01399-PF08375,,0.0,Retained
PSMD3-201,UBQLN4,56893,PF01399-PF00627 ; PF01399-PF00240,,0.0,Retained
PSMD3-201,PSMA6,5687,PF00227-PF01399,,0.0,Retained
PSMD3-201,PSMB3,5691,PF01399-PF00227,,0.0,Retained
PSMD3-201,PAAF1,80227,PF01399-PF00400,,0.0,Retained
PSMD3-201,CYLD,1540,PF01399-PF00443,,0.0,Retained
PSMD3-201,PSMD2,5708,PF01399-PF01851,,0.0,Retained
PSMD3-201,PSMC4,5704,PF01399-PF00004,,0.0,Retained
PSMD3-201,PSMC3,5702,PF01399-PF00004,,0.0,Retained
PSMD3-201,PSMC5,5705,PF00004-PF01399,,0.0,Retained
PSMD3-201,PSMC6,5706,PF01399-PF00004,,0.0,Retained
PSMD3-201,PSMB4,5692,PF00227-PF01399,,0.0,Retained
PSMD3-201,PSMB2,5690,PF01399-PF00227,,0.0,Retained
PSMD3-201,PSMC1,5700,PF00004-PF01399,,0.0,Retained
PSMD3-201,PSMD13,5719,PF01399-PF08375 ; PF01399-PF01399,,0.0,Retained
PSMD3-201,PSMC2,5701,PF01399-PF00004,,0.0,Retained
PSMD3-201,PSMB8,5696,PF00227-PF01399,,0.0,Retained
PSMD3-201,PSMB7,5695,PF00227-PF01399,,0.0,Retained
PSMD3-201,PSMB6,5694,PF01399-PF00227,,0.0,Retained
PSMD3-201,PSMA8,143471,PF01399-PF00227,,0.0,Retained
PSMD3-201,UBLCP1,134510,PF01399-PF00240,,0.0,Retained
PSMD3-201,SEM1,7979,PF01399-PF05160,,0.0,Retained
PSMD3-201,PSMA2,5683,PF01399-PF00227,,0.0,Retained
PSMD3-201,PSMB5,5693,PF01399-PF00227,,0.0,Retained
PSMD3-201,PSMA4,5685,PF01399-PF00227,,0.0,Retained
PSMD3-201,PSMD14,10213,PF13012-PF08375 ; PF13012-PF01399 ; PF01399-PF01398,,0.0,Retained
PSMD3-201,PSMA7,5688,PF01399-PF00227,,0.0,Retained
PSMD3-201,PSMA5,5686,PF00227-PF01399,,0.0,Retained
PSMD3-201,USP15,9958,PF01399-PF00443,,0.0,Retained
PSMD3-201,FBXW7,55294,PF01399-PF00400,,0.0,Retained
PSMD3-201,PSMB1,5689,PF01399-PF00227,,0.0,Retained
PSMD3-201,HUWE1,10075,PF01399-PF00627,,0.0,Retained
PSMD3-201,RAD23A,5886,PF01399-PF00627 ; PF01399-PF00240,,0.0,Retained
PSMD3-201,PRKN,5071,PF01399-PF00240,,0.0,Retained
PSMD3-201,UBC,7316,PF01399-PF00240,,0.0,Retained
PSMD3-201,PSMD8,5714,PF01399-PF10075 ; PF08375-PF10075,,0.0,Retained
PSMD3-201,PSMD12,5718,PF01399-PF01399 ; PF01399-PF08375,,0.0,Retained
PSMD3-201,PSMD1,5707,PF01399-PF01851 ; PF13646-PF08375,,0.0,Retained
PSMD3-201,PSMD10,5716,PF01399-PF00023,,0.0,Retained
PSMD3-201,UBQLN1,29979,PF01399-PF00627 ; PF01399-PF00240,,0.0,Retained
PSMD3-201,PSMD7,5713,PF01398-PF01399 ; PF01399-PF13012 ; PF08375-PF13012,,0.0,Retained
PSMD3-201,USP14,9097,PF01399-PF00443,,0.0,Retained
PSMD3-201,PSMB9,5698,PF00227-PF01399,,0.0,Retained
PSMD3-201,PSMA1,5682,PF00227-PF01399,,0.0,Retained
