Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMD6-209,PSMA3,5684,PF00227-PF01399,,0.0,Retained
PSMD6-209,PSMD11,5717,PF01399-PF10602 ; PF01399-PF01399,,0.0,Retained
PSMD6-209,UBQLN2,29978,PF00240-PF01399 ; PF00627-PF01399,,0.0,Retained
PSMD6-209,UBQLN4,56893,PF00627-PF01399 ; PF00240-PF01399,,0.0,Retained
PSMD6-209,PSMA6,5687,PF00227-PF01399,,0.0,Retained
PSMD6-209,PSMB3,5691,PF00227-PF01399,,0.0,Retained
PSMD6-209,PAAF1,80227,PF00400-PF01399,,0.0,Retained
PSMD6-209,PSMD2,5708,PF01851-PF01399,,0.0,Retained
PSMD6-209,PSMC4,5704,PF10602-PF00004 ; PF10602-PF17862 ; PF01399-PF00004,,0.0,Retained
PSMD6-209,UBAC1,10422,PF00627-PF01399,,0.0,Retained
PSMD6-209,PSMC3,5702,PF00004-PF10602 ; PF00004-PF01399 ; PF17862-PF10602,,0.0,Retained
PSMD6-209,PSMC5,5705,PF00004-PF10602 ; PF00004-PF01399 ; PF10602-PF17862,,0.0,Retained
PSMD6-209,PSMC6,5706,PF10602-PF17862 ; PF10602-PF00004 ; PF01399-PF00004,,0.0,Retained
PSMD6-209,PSMB4,5692,PF00227-PF01399,,0.0,Retained
PSMD6-209,USP20,10868,PF00443-PF01399,,0.0,Retained
PSMD6-209,PSMC1,5700,PF00004-PF10602 ; PF00004-PF01399 ; PF17862-PF10602,,0.0,Retained
PSMD6-209,PSMB2,5690,PF00227-PF01399,,0.0,Retained
PSMD6-209,PCID2,55795,PF10602-PF01399 ; PF01399-PF01399,,0.0,Retained
PSMD6-209,PSMD13,5719,PF01399-PF10602 ; PF01399-PF01399,,0.0,Retained
PSMD6-209,PSMC2,5701,PF10602-PF00004 ; PF10602-PF17862 ; PF00004-PF01399,,0.0,Retained
PSMD6-209,PSMB8,5696,PF00227-PF01399,,0.0,Retained
PSMD6-209,PSMB7,5695,PF00227-PF01399,,0.0,Retained
PSMD6-209,PSMB6,5694,PF00227-PF01399,,0.0,Retained
PSMD6-209,PSMA8,143471,PF00227-PF01399,,0.0,Retained
PSMD6-209,PSMB10,5699,PF00227-PF01399,,0.0,Retained
PSMD6-209,UBLCP1,134510,PF00240-PF01399,,0.0,Retained
PSMD6-209,SEM1,7979,PF10602-PF05160 ; PF01399-PF05160,,0.0,Retained
PSMD6-209,PSMA2,5683,PF00227-PF01399,,0.0,Retained
PSMD6-209,PSMB5,5693,PF00227-PF01399,,0.0,Retained
PSMD6-209,PSMA4,5685,PF00227-PF01399,,0.0,Retained
PSMD6-209,PSMD14,10213,PF13012-PF01399 ; PF01399-PF01398,,0.0,Retained
PSMD6-209,PSMA7,5688,PF00227-PF01399,,0.0,Retained
PSMD6-209,PSMA5,5686,PF00227-PF01399,,0.0,Retained
PSMD6-209,USP15,9958,PF00443-PF01399,,0.0,Retained
PSMD6-209,PSMB1,5689,PF00227-PF01399,,0.0,Retained
PSMD6-209,HUWE1,10075,PF00627-PF01399,,0.0,Retained
PSMD6-209,RAD23A,5886,PF00240-PF01399 ; PF00627-PF01399,,0.0,Retained
PSMD6-209,PRKN,5071,PF00240-PF01399,,0.0,Retained
PSMD6-209,UBC,7316,PF00240-PF01399,,0.0,Retained
PSMD6-209,PSMD3,5709,PF01399-PF10602 ; PF01399-PF01399 ; PF08375-PF01399,,0.0,Retained
PSMD6-209,PSMD8,5714,PF10075-PF01399,,0.0,Retained
PSMD6-209,PSMD12,5718,PF01399-PF10602 ; PF01399-PF01399,,0.0,Retained
PSMD6-209,PSMD1,5707,PF01851-PF01399,,0.0,Retained
PSMD6-209,PSMD10,5716,PF01399-PF00023,,0.0,Retained
PSMD6-209,UBQLN1,29979,PF00627-PF01399 ; PF01399-PF00240,,0.0,Retained
PSMD6-209,PSMD7,5713,PF01398-PF01399 ; PF01399-PF13012,,0.0,Retained
PSMD6-209,USP14,9097,PF00443-PF01399,,0.0,Retained
PSMD6-209,PSMB9,5698,PF00227-PF01399,,0.0,Retained
PSMD6-209,PSMA1,5682,PF00227-PF01399,,0.0,Retained
