Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMA3-201,VCP,7415,PF10584-PF00004 ; PF10584-PF17862 ; PF17862-PF00227 ; PF00004-PF00227,,0.0,Retained
PSMA3-201,PSMD12,5718,PF01399-PF00227,,0.0,Retained
PSMA3-201,SRPK2,6733,PF00069-PF00227,,0.0,Retained
PSMA3-201,OSR2,116039,PF00096-PF00227,,0.0,Retained
PSMA3-201,PSMB10,5699,PF10584-PF00227 ; PF00227-PF00227 ; PF12465-PF00227,,0.0,Retained
PSMA3-201,PSMC3,5702,PF10584-PF00004 ; PF10584-PF17862 ; PF00004-PF00227 ; PF17862-PF00227,,0.0,Retained
PSMA3-201,PSMD2,5708,PF01851-PF00227,,0.0,Retained
PSMA3-201,EGR1,1958,PF00096-PF00227,,0.0,Retained
PSMA3-201,PSMB7,5695,PF10584-PF00227 ; PF00227-PF00227 ; PF00227-PF12465,,0.0,Retained
PSMA3-201,ZNF688,146542,PF00096-PF00227,,0.0,Retained
PSMA3-201,DVL1,1855,PF00595-PF00227,,0.0,Retained
PSMA3-201,PSMC6,5706,PF10584-PF17862 ; PF10584-PF00004 ; PF17862-PF00227 ; PF00227-PF00004,,0.0,Retained
PSMA3-201,GFI1B,8328,PF00227-PF00096,,0.0,Retained
PSMA3-201,UCHL5,51377,PF01088-PF00227,,0.0,Retained
PSMA3-201,CAPN3,825,PF00227-PF00036,,0.0,Retained
PSMA3-201,PSMD13,5719,PF01399-PF00227,,0.0,Retained
PSMA3-201,CSNK2A1,1457,PF00069-PF00227,,0.0,Retained
PSMA3-201,PSME3,10197,PF10584-PF02252,,0.0,Retained
PSMA3-201,PGAM1,5223,PF00300-PF00227,,0.0,Retained
PSMA3-201,PSMB2,5690,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,PSMC2,5701,PF10584-PF17862 ; PF10584-PF00004 ; PF00004-PF00227 ; PF17862-PF00227,,0.0,Retained
PSMA3-201,PSMB3,5691,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,SNAI2,6591,PF00096-PF00227,,0.0,Retained
PSMA3-201,PSMD6,9861,PF01399-PF00227,,0.0,Retained
PSMA3-201,PSME4,23198,PF16507-PF00227 ; PF16507-PF10584 ; PF10584-PF11919 ; PF11919-PF00227,,0.0,Retained
PSMA3-201,PSMC4,5704,PF10584-PF17862 ; PF10584-PF00004 ; PF00004-PF00227 ; PF17862-PF00227,,0.0,Retained
PSMA3-201,LONP1,9361,PF00004-PF00227 ; PF00004-PF10584,,0.0,Retained
PSMA3-201,PSMD7,5713,PF01398-PF00227,,0.0,Retained
PSMA3-201,PSMD14,10213,PF01398-PF00227,,0.0,Retained
PSMA3-201,PSMA2,5683,PF10584-PF10584 ; PF10584-PF00227 ; PF00227-PF00227 ; PF10584-PF00227,,0.0,Retained
PSMA3-201,RERE,473,PF00320-PF00227,,0.0,Retained
PSMA3-201,PSMA6,5687,PF10584-PF00227 ; PF10584-PF10584 ; PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,DCLK3,85443,PF00069-PF00227,,0.0,Retained
PSMA3-201,PSMA4,5685,PF00227-PF00227 ; PF00227-PF10584 ; PF10584-PF10584 ; PF10584-PF00227,,0.0,Retained
PSMA3-201,GATA3,2625,PF00320-PF00227,,0.0,Retained
PSMA3-201,PSMB8,5696,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,ZNF366,167465,PF00096-PF00227,,0.0,Retained
PSMA3-201,USP7,7874,PF00443-PF00227,,0.0,Retained
PSMA3-201,PSMD3,5709,PF01399-PF00227,,0.0,Retained
PSMA3-201,PSMA7,5688,PF10584-PF10584 ; PF10584-PF00227 ; PF00227-PF00227 ; PF10584-PF00227,,0.0,Retained
PSMA3-201,CDK6,1021,PF00069-PF00227,,0.0,Retained
PSMA3-201,PSMB6,5694,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,PSMA8,143471,PF10584-PF00227 ; PF10584-PF10584 ; PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,PSME1,5720,PF10584-PF02252,,0.0,Retained
PSMA3-201,CYLD,1540,PF00443-PF00227,,0.0,Retained
PSMA3-201,PLK1,5347,PF00227-PF00069,,0.0,Retained
PSMA3-201,PSMB1,5689,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,CUL1,8454,PF00888-PF00227,,0.0,Retained
PSMA3-201,POMP,51371,PF05348-PF00227,,0.0,Retained
PSMA3-201,GATA2,2624,PF00320-PF00227,,0.0,Retained
PSMA3-201,AURKB,9212,PF00069-PF00227,,0.0,Retained
PSMA3-201,PSMB5,5693,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,PSMD1,5707,PF01851-PF00227,,0.0,Retained
PSMA3-201,PSMD11,5717,PF01399-PF00227 ; PF18055-PF00227,,0.0,Retained
PSMA3-201,TRIB3,57761,PF00069-PF00227,,0.0,Retained
PSMA3-201,PSMB9,5698,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,PSMA1,5682,PF10584-PF10584 ; PF10584-PF00227 ; PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,PSMB4,5692,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,PSMC5,5705,PF00004-PF00227 ; PF00004-PF10584 ; PF17862-PF00227 ; PF17862-PF10584,,0.0,Retained
PSMA3-201,USP14,9097,PF00443-PF00227,,0.0,Retained
PSMA3-201,PSMA5,5686,PF10584-PF00227 ; PF10584-PF10584 ; PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-201,USP5,8078,PF00443-PF00227,,0.0,Retained
PSMA3-201,PSMC1,5700,PF10584-PF00004 ; PF10584-PF17862 ; PF00004-PF00227 ; PF17862-PF00227,,0.0,Retained
