Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
HDAC1-202,ZNF273,10793,PF00850-PF00096,,0.0,Retained
HDAC1-202,ZNF521,25925,PF00096-PF00850,,0.0,Retained
HDAC1-202,TADA2A,6871,PF00249-PF00850,,0.0,Retained
HDAC1-202,REPIN1,29803,PF00096-PF00850,,0.0,Retained
HDAC1-202,ZEB2,9839,PF00096-PF00850,,0.0,Retained
HDAC1-202,PHF12,57649,PF00850-PF00628,,0.0,Retained
HDAC1-202,BCL11B,64919,PF00096-PF00850,,0.0,Retained
HDAC1-202,MTA2,9219,PF01448-PF00850,,0.0,Retained
HDAC1-202,SMARCC1,6599,PF00850-PF00249,,0.0,Retained
HDAC1-202,ZNF687,57592,PF00096-PF00850,,0.0,Retained
HDAC1-202,CHD3,1107,PF00850-PF00628,,0.0,Retained
HDAC1-202,PHF21A,51317,PF00850-PF00628,,0.0,Retained
HDAC1-202,ZNF827,152485,PF00850-PF00096,,0.0,Retained
HDAC1-202,PRDM5,11107,PF00096-PF00850,,0.0,Retained
HDAC1-202,NSD2,7468,PF00850-PF00628,,0.0,Retained
HDAC1-202,GFI1,2672,PF00850-PF00096,,0.0,Retained
HDAC1-202,RBBP7,5931,PF00400-PF00850,,0.0,Retained
HDAC1-202,CSNK2A1,1457,PF00069-PF00850,,0.0,Retained
HDAC1-202,E4F1,1877,PF00096-PF00850,,0.0,Retained
HDAC1-202,MIER1,57708,PF01448-PF00850 ; PF00850-PF00249,,0.0,Retained
HDAC1-202,KLF4,9314,PF00096-PF00850,,0.0,Retained
HDAC1-202,HDAC5,10014,PF00850-PF00850,,0.0,Retained
HDAC1-202,GLI2,2736,PF00850-PF00096,,0.0,Retained
HDAC1-202,ZBTB7A,51341,PF00096-PF00850,,0.0,Retained
HDAC1-202,RBBP4,5928,PF00400-PF00850,,0.0,Retained
HDAC1-202,PRDM4,11108,PF00850-PF00096,,0.0,Retained
HDAC1-202,UHRF2,115426,PF00628-PF00850,,0.0,Retained
HDAC1-202,BUB3,9184,PF00850-PF00400,,0.0,Retained
HDAC1-202,SMARCC2,6601,PF00249-PF00850,,0.0,Retained
HDAC1-202,MIER2,54531,PF00850-PF00249 ; PF00850-PF01448,,0.0,Retained
HDAC1-202,BAZ2A,11176,PF00628-PF00850,,0.0,Retained
HDAC1-202,RCOR1,23186,PF00249-PF00850 ; PF01448-PF00850,,0.0,Retained
