Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
ATF3-203,MAFG,4097,PF03131-PF00170,,0.0,Retained
ATF3-203,RELA,5970,PF00554-PF00170,PF00554-PF07716 ; PF16179-PF07716,67.0,Affected
ATF3-203,DDIT3,1649,PF07716-PF00170,PF07716-PF07716,50.0,Affected
ATF3-203,FOS,2353,PF00170-PF00170,PF07716-PF00170,50.0,Affected
ATF3-203,JUNB,3726,PF00170-PF00170,PF00170-PF07716,50.0,Affected
ATF3-203,FOSL1,8061,PF00170-PF00170,PF07716-PF00170,50.0,Affected
ATF3-203,SMARCA4,6597,PF00439-PF00170,,0.0,Retained
ATF3-203,BATF,10538,PF00170-PF00170 ; PF07716-PF00170,PF00170-PF07716 ; PF07716-PF07716,50.0,Affected
ATF3-203,CEBPE,1053,PF00170-PF07716,PF07716-PF07716,50.0,Affected
ATF3-203,NFATC1,4772,PF00554-PF00170,PF16179-PF07716 ; PF00554-PF07716,67.0,Affected
ATF3-203,GSK3B,2932,PF00069-PF00170,,0.0,Retained
ATF3-203,JUND,3727,PF00170-PF00170,PF07716-PF00170,50.0,Affected
ATF3-203,ZNF212,7988,PF00170-PF00096,,0.0,Retained
ATF3-203,CEBPA,1050,PF00170-PF07716,PF07716-PF07716,50.0,Affected
ATF3-203,DBP,1628,PF07716-PF00170,PF07716-PF07716,50.0,Affected
ATF3-203,CEBPB,1051,PF00170-PF07716,PF07716-PF07716,50.0,Affected
ATF3-203,CREBBP,1387,PF00439-PF00170,,0.0,Retained
ATF3-203,CEBPG,1054,PF00170-PF07716,PF07716-PF07716,50.0,Affected
ATF3-203,BATF3,55509,PF00170-PF00170,PF00170-PF07716,50.0,Affected
ATF3-203,ATF2,1386,PF00170-PF00170,PF00170-PF07716,50.0,Affected
ATF3-203,ATF4,468,PF00170-PF00170,PF00170-PF07716,50.0,Affected
ATF3-203,JUN,3725,PF00170-PF00170,PF00170-PF07716,50.0,Affected
ATF3-203,CREB3,10488,PF00170-PF00170,PF00170-PF07716,50.0,Affected
ATF3-203,MAFF,23764,PF03131-PF00170,,0.0,Retained
