Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
CDC37-204,IKBKB,3551,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,HSP90AB1,3326,,PF03234-PF00183 ; PF00183-PF08565 ; PF08565-PF02518,100.0,Lost
CDC37-204,AKT1,207,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,PSKH2,85481,,PF03234-PF00069 ; PF08565-PF00069,100.0,Lost
CDC37-204,STK4,6789,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,IRAK1,3654,,PF00069-PF08565 ; PF00069-PF03234,100.0,Lost
CDC37-204,NEK8,284086,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,LRRK1,79705,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,PRKAA1,5562,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,IKBKE,9641,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CDK9,1025,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CSNK2A1,1457,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,STK38L,23012,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CDK7,1022,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,MYLK4,340156,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,NEK6,10783,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CLK3,1198,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,MAPK7,5598,,PF03234-PF00069 ; PF08565-PF00069,100.0,Lost
CDC37-204,CDK6,1021,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,AKT3,10000,,PF03234-PF00069 ; PF08565-PF00069,100.0,Lost
CDC37-204,STK33,65975,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,IRAK2,3656,,PF00069-PF08565 ; PF00069-PF03234,100.0,Lost
CDC37-204,CDKL2,8999,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,MAP2K5,5607,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,AURKB,9212,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,STK32C,282974,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CDC37L1,55664,PF08565-PF08564,PF03234-PF08565,50.0,Affected
CDC37-204,STK11,6794,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,RPS6KB2,6199,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,AC091230.1,25989,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,PRKCI,5584,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,SGK1,6446,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,STK36,27148,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CDK11B,984,,PF03234-PF00069 ; PF08565-PF00069,100.0,Lost
CDC37-204,MAP3K6,9064,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,HSP90AA1,3320,,PF03234-PF00183 ; PF00183-PF08565 ; PF02518-PF08565,100.0,Lost
CDC37-204,EIF2AK2,5610,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,GRK5,2869,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CDK4,1019,,PF00069-PF08565 ; PF00069-PF03234,100.0,Lost
CDC37-204,RIPK3,11035,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,EIF2AK1,27102,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,RPS6KA3,6197,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CDK5,1020,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CDK13,8621,,PF00069-PF08565 ; PF00069-PF03234,100.0,Lost
CDC37-204,STK26,51765,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,RPS6KA1,6195,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,PRKCZ,5590,,PF03234-PF00069 ; PF08565-PF00069,100.0,Lost
CDC37-204,CDK8,1024,,PF03234-PF00069 ; PF08565-PF00069,100.0,Lost
CDC37-204,TBK1,29110,,PF03234-PF00069 ; PF08565-PF00069,100.0,Lost
CDC37-204,MAP3K4,4216,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CDK11A,728642,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CSNK2A2,1459,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,ULK1,8408,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,LRRK2,120892,,PF00069-PF08565 ; PF00069-PF03234,100.0,Lost
CDC37-204,CDK1,983,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CHUK,1147,,PF03234-PF00069 ; PF08565-PF00069,100.0,Lost
CDC37-204,RPS6KA4,8986,,PF00069-PF08565 ; PF00069-PF03234,100.0,Lost
CDC37-204,CDKL1,8814,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,CDK18,5129,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,AURKA,6790,,PF00069-PF08565 ; PF00069-PF03234,100.0,Lost
CDC37-204,PINK1,65018,,PF03234-PF00069 ; PF08565-PF00069,100.0,Lost
CDC37-204,RPS6KA6,27330,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,AURKC,6795,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,MAP3K1,4214,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,RIPK4,54101,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,GSK3B,2932,,PF03234-PF00069 ; PF08565-PF00069,100.0,Lost
CDC37-204,STK35,140901,,PF03234-PF00069 ; PF08565-PF00069,100.0,Lost
CDC37-204,MAP3K3,4215,,PF00069-PF08565 ; PF00069-PF03234,100.0,Lost
CDC37-204,CDK15,65061,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,PDIK1L,149420,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
CDC37-204,PRKACA,5566,,PF03234-PF00069 ; PF00069-PF08565,100.0,Lost
