Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMD6-210,PSMD10,5716,PF00023-PF01399,,0.0,Retained
PSMD6-210,PSMB9,5698,PF00227-PF01399,,0.0,Retained
PSMD6-210,PSMB5,5693,PF01399-PF00227,,0.0,Retained
PSMD6-210,PSMD8,5714,PF10075-PF01399,,0.0,Retained
PSMD6-210,PSMC2,5701,PF17862-PF10602 ; PF01399-PF00004 ; PF00004-PF10602,,0.0,Retained
PSMD6-210,PSMD7,5713,PF01398-PF01399 ; PF01399-PF13012,,0.0,Retained
PSMD6-210,PSMD12,5718,PF01399-PF01399 ; PF01399-PF10602,,0.0,Retained
PSMD6-210,UBQLN4,56893,PF00240-PF01399 ; PF00627-PF01399,,0.0,Retained
PSMD6-210,UBC,7316,PF00240-PF01399,,0.0,Retained
PSMD6-210,UBLCP1,134510,PF00240-PF01399,,0.0,Retained
PSMD6-210,PSMB2,5690,PF01399-PF00227,,0.0,Retained
PSMD6-210,PSMD11,5717,PF01399-PF01399 ; PF01399-PF10602,,0.0,Retained
PSMD6-210,PSMA5,5686,PF00227-PF01399,,0.0,Retained
PSMD6-210,PSMA3,5684,PF01399-PF00227,,0.0,Retained
PSMD6-210,PSMC1,5700,PF17862-PF10602 ; PF01399-PF00004 ; PF10602-PF00004,,0.0,Retained
PSMD6-210,RAD23A,5886,PF00627-PF01399 ; PF01399-PF00240,,0.0,Retained
PSMD6-210,PSMC3,5702,PF01399-PF00004 ; PF00004-PF10602 ; PF17862-PF10602,,0.0,Retained
PSMD6-210,PSMD2,5708,PF01399-PF01851,,0.0,Retained
PSMD6-210,PSMA1,5682,PF01399-PF00227,,0.0,Retained
PSMD6-210,USP15,9958,PF00443-PF01399,,0.0,Retained
PSMD6-210,PRKN,5071,PF01399-PF00240,,0.0,Retained
PSMD6-210,PSMD1,5707,PF01851-PF01399,,0.0,Retained
PSMD6-210,PSMB1,5689,PF00227-PF01399,,0.0,Retained
PSMD6-210,PSMC5,5705,PF00004-PF01399 ; PF00004-PF10602 ; PF17862-PF10602,,0.0,Retained
PSMD6-210,PCID2,55795,PF01399-PF01399 ; PF01399-PF10602,,0.0,Retained
PSMD6-210,PSMB7,5695,PF01399-PF00227,,0.0,Retained
PSMD6-210,HUWE1,10075,PF01399-PF00627,,0.0,Retained
PSMD6-210,PSMC6,5706,PF00004-PF01399 ; PF00004-PF10602 ; PF10602-PF17862,,0.0,Retained
PSMD6-210,USP20,10868,PF01399-PF00443,,0.0,Retained
PSMD6-210,PSMB8,5696,PF00227-PF01399,,0.0,Retained
PSMD6-210,PSMD3,5709,PF01399-PF08375 ; PF01399-PF01399 ; PF01399-PF10602,,0.0,Retained
PSMD6-210,PSMB10,5699,PF00227-PF01399,,0.0,Retained
PSMD6-210,SEM1,7979,PF05160-PF01399 ; PF05160-PF10602,,0.0,Retained
PSMD6-210,PSMD13,5719,PF01399-PF01399 ; PF10602-PF01399,,0.0,Retained
PSMD6-210,PSMA8,143471,PF01399-PF00227,,0.0,Retained
PSMD6-210,PSMA2,5683,PF00227-PF01399,,0.0,Retained
PSMD6-210,UBAC1,10422,PF01399-PF00627,,0.0,Retained
PSMD6-210,USP14,9097,PF01399-PF00443,,0.0,Retained
PSMD6-210,PSMB6,5694,PF01399-PF00227,,0.0,Retained
PSMD6-210,PSMA7,5688,PF00227-PF01399,,0.0,Retained
PSMD6-210,PSMB3,5691,PF01399-PF00227,,0.0,Retained
PSMD6-210,UBQLN2,29978,PF00627-PF01399 ; PF01399-PF00240,,0.0,Retained
PSMD6-210,PSMB4,5692,PF01399-PF00227,,0.0,Retained
PSMD6-210,PSMD14,10213,PF01398-PF01399 ; PF01399-PF13012,,0.0,Retained
PSMD6-210,PSMC4,5704,PF17862-PF10602 ; PF00004-PF01399 ; PF00004-PF10602,,0.0,Retained
PSMD6-210,PAAF1,80227,PF01399-PF00400,,0.0,Retained
PSMD6-210,PSMA6,5687,PF00227-PF01399,,0.0,Retained
PSMD6-210,UBQLN1,29979,PF01399-PF00627 ; PF01399-PF00240,,0.0,Retained
PSMD6-210,PSMA4,5685,PF01399-PF00227,,0.0,Retained
