Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
CDC27-217,TTK,7272,,PF00515-PF00069,100.0,Lost
CDC27-217,NOTCH1,4851,,PF13181-PF00008,100.0,Lost
CDC27-217,CDC26,246184,,PF00515-PF10471,100.0,Lost
CDC27-217,PPP5C,5536,,PF00515-PF08321 ; PF00515-PF00149 ; PF00515-PF00515 ; PF00515-PF13181,100.0,Lost
CDC27-217,ANAPC10,10393,,PF00515-PF03256 ; PF03256-PF13181,100.0,Lost
CDC27-217,GRAP2,9402,,PF00515-PF00018,100.0,Lost
CDC27-217,ANAPC16,119504,,PF00515-PF17256 ; PF17256-PF13181,100.0,Lost
CDC27-217,UBE4B,10277,,PF00515-PF04564,100.0,Lost
CDC27-217,PPP2CA,5515,,PF00515-PF00149,100.0,Lost
CDC27-217,TAF5,6877,,PF00400-PF00515,100.0,Lost
CDC27-217,AURKB,9212,,PF00515-PF00069,100.0,Lost
CDC27-217,CDC16,8881,PF12895-PF12895 ; PF12895-PF13424,PF00515-PF13424 ; PF13424-PF13181 ; PF13181-PF12895,60.0,Affected
CDC27-217,ANAPC15,25906,,PF13181-PF15243,100.0,Lost
CDC27-217,NEK2,4751,,PF00515-PF00069,100.0,Lost
CDC27-217,PIN1,5300,,PF00639-PF00515 ; PF00515-PF00397,100.0,Lost
CDC27-217,ANAPC13,25847,,PF05839-PF13181,100.0,Lost
CDC27-217,FZR1,51343,,PF00515-PF00400,100.0,Lost
CDC27-217,BUB3,9184,,PF00515-PF00400,100.0,Lost
CDC27-217,WDR61,80349,,PF00515-PF00400,100.0,Lost
CDC27-217,GTF3C3,9330,PF12895-PF13181,PF00515-PF13181 ; PF13181-PF13181,67.0,Affected
CDC27-217,RECQL4,9401,,PF13181-PF00270,100.0,Lost
CDC27-217,HECW2,57520,,PF00397-PF00515,100.0,Lost
CDC27-217,ZNF408,79797,,PF00515-PF00096,100.0,Lost
CDC27-217,ZNF526,116115,,PF00096-PF00515,100.0,Lost
CDC27-217,CDC23,8697,PF12895-PF13414 ; PF12895-PF13181,PF00515-PF13181 ; PF00515-PF13414 ; PF13181-PF13181 ; PF13181-PF13414,67.0,Affected
CDC27-217,KRAS,3845,,PF00515-PF00071 ; PF13181-PF00071,100.0,Lost
CDC27-217,ANAPC7,51434,PF12895-PF13181,PF00515-PF13181 ; PF00515-PF13432 ; PF13181-PF13181 ; PF13181-PF13432,80.0,Affected
CDC27-217,GFI1B,8328,,PF00515-PF00096,100.0,Lost
CDC27-217,CDC20,991,,PF00515-PF00400,100.0,Lost
