Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
CDC27-201,CDC23,8697,PF00515-PF13181 ; PF00515-PF13414 ; PF12895-PF13414 ; PF12895-PF13181 ; PF13181-PF13181 ; PF13181-PF13414,,0.0,Retained
CDC27-201,CDC26,246184,PF00515-PF10471,,0.0,Retained
CDC27-201,NOTCH1,4851,PF13181-PF00008,,0.0,Retained
CDC27-201,KRAS,3845,PF00515-PF00071 ; PF13181-PF00071,,0.0,Retained
CDC27-201,ANAPC15,25906,PF13181-PF15243,,0.0,Retained
CDC27-201,ZNF526,116115,PF00515-PF00096,,0.0,Retained
CDC27-201,ANAPC13,25847,PF05839-PF13181,,0.0,Retained
CDC27-201,TAF5,6877,PF00400-PF00515,,0.0,Retained
CDC27-201,ANAPC7,51434,PF00515-PF13181 ; PF00515-PF13432 ; PF13432-PF13181 ; PF12895-PF13181 ; PF13181-PF13181,,0.0,Retained
CDC27-201,CDC16,8881,PF00515-PF13424 ; PF12895-PF13181 ; PF12895-PF12895 ; PF12895-PF13424 ; PF13181-PF13424,,0.0,Retained
CDC27-201,FZR1,51343,PF00515-PF00400,,0.0,Retained
CDC27-201,PPP5C,5536,PF08321-PF00515 ; PF00515-PF00515 ; PF00515-PF00149 ; PF00515-PF13181,,0.0,Retained
CDC27-201,TTK,7272,PF00515-PF00069,,0.0,Retained
CDC27-201,GRAP2,9402,PF00515-PF00018,,0.0,Retained
CDC27-201,CDC20,991,PF00400-PF00515,,0.0,Retained
CDC27-201,ANAPC10,10393,PF00515-PF03256 ; PF03256-PF13181,,0.0,Retained
CDC27-201,HECW2,57520,PF00515-PF00397,,0.0,Retained
CDC27-201,NEK2,4751,PF00515-PF00069,,0.0,Retained
CDC27-201,WDR61,80349,PF00515-PF00400,,0.0,Retained
CDC27-201,UBE4B,10277,PF00515-PF04564,,0.0,Retained
CDC27-201,ZNF408,79797,PF00515-PF00096,,0.0,Retained
CDC27-201,PPP2CA,5515,PF00149-PF00515,,0.0,Retained
CDC27-201,PIN1,5300,PF00397-PF00515 ; PF00515-PF00639,,0.0,Retained
CDC27-201,BUB3,9184,PF00515-PF00400,,0.0,Retained
CDC27-201,GFI1B,8328,PF00515-PF00096,,0.0,Retained
CDC27-201,AURKB,9212,PF00069-PF00515,,0.0,Retained
CDC27-201,RECQL4,9401,PF13181-PF00270,,0.0,Retained
CDC27-201,GTF3C3,9330,PF00515-PF13181 ; PF12895-PF13181 ; PF13181-PF13181,,0.0,Retained
CDC27-201,ANAPC16,119504,PF00515-PF17256 ; PF13181-PF17256,,0.0,Retained
