Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
NFKB2-204,RELA,5970,PF12796-PF16179 ; PF16179-PF00554 ; PF16179-PF16179 ; PF16179-PF00554 ; PF00554-PF00554,,0.0,Retained
NFKB2-204,NFKBIB,4793,PF12796-PF12796 ; PF12796-PF16179 ; PF12796-PF13637,,0.0,Retained
NFKB2-204,ASB2,51676,PF12796-PF12796 ; PF12796-PF13606 ; PF12796-PF07525 ; PF12796-PF13637 ; PF12796-PF16179,,0.0,Retained
NFKB2-204,TNIP2,79155,PF12796-PF16516,,0.0,Retained
NFKB2-204,BIRC2,329,PF00531-PF00619,,0.0,Retained
NFKB2-204,NFKB1,4790,PF12796-PF12796 ; PF12796-PF16179 ; PF00531-PF00531 ; PF00531-PF00023 ; PF00023-PF00554 ; PF00023-PF12796 ; PF00023-PF16179 ; PF12796-PF16179 ; PF16179-PF00554 ; PF16179-PF16179 ; PF16179-PF00554 ; PF00554-PF00554,,0.0,Retained
NFKB2-204,NFKBID,84807,PF13857-PF12796 ; PF13857-PF16179 ; PF00531-PF00023 ; PF00023-PF00554 ; PF00023-PF12796 ; PF00023-PF16179 ; PF12796-PF12796 ; PF12796-PF16179,,0.0,Retained
NFKB2-204,PPP1R13L,10848,PF12796-PF12796 ; PF12796-PF14604 ; PF12796-PF16179,,0.0,Retained
NFKB2-204,NFKBIZ,64332,PF12796-PF12796 ; PF12796-PF16179,,0.0,Retained
NFKB2-204,EPS8,2059,PF00018-PF12796,,0.0,Retained
NFKB2-204,REL,5966,PF12796-PF16179 ; PF00554-PF00554 ; PF00554-PF16179 ; PF16179-PF00554 ; PF16179-PF16179,,0.0,Retained
NFKB2-204,MAP3K8,1326,PF00531-PF00069 ; PF12796-PF00069 ; PF00069-PF00554,,0.0,Retained
NFKB2-204,MYC,4609,PF00010-PF00554,,0.0,Retained
NFKB2-204,CHUK,1147,PF00531-PF00069 ; PF12796-PF00069 ; PF00554-PF00069,,0.0,Retained
NFKB2-204,NFKBIE,4794,PF12796-PF12796 ; PF12796-PF16179,,0.0,Retained
NFKB2-204,TBK1,29110,PF00531-PF00069 ; PF12796-PF00069 ; PF00069-PF00554,,0.0,Retained
NFKB2-204,RELB,5971,PF00554-PF00554 ; PF00554-PF16179 ; PF12796-PF16179 ; PF16179-PF16179 ; PF00554-PF16179,,0.0,Retained
NFKB2-204,BCL3,602,PF00531-PF00023 ; PF12796-PF12796 ; PF12796-PF00023 ; PF12796-PF16179 ; PF00023-PF00554 ; PF00023-PF16179,,0.0,Retained
NFKB2-204,VCP,7415,PF12796-PF17862,,0.0,Retained
NFKB2-204,MAP3K14,9020,PF00531-PF00069 ; PF12796-PF00069 ; PF00069-PF00554,,0.0,Retained
NFKB2-204,IKBKG,8517,PF12796-PF16516,,0.0,Retained
NFKB2-204,NFKBIA,4792,PF00531-PF00023 ; PF00023-PF00554 ; PF00023-PF12796 ; PF00023-PF16179 ; PF12796-PF12796 ; PF12796-PF16179,,0.0,Retained
