Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMD7-201,PSMA3,5684,PF01398-PF00227,,0.0,Retained
PSMD7-201,PSMD6,9861,PF01398-PF01399 ; PF01399-PF13012,,0.0,Retained
PSMD7-201,PSMD11,5717,PF01398-PF01399 ; PF18503-PF13012 ; PF01399-PF13012,,0.0,Retained
PSMD7-201,UBQLN2,29978,PF01398-PF00240,,0.0,Retained
PSMD7-201,SYNCRIP,10492,PF01398-PF00076,,0.0,Retained
PSMD7-201,PSMA6,5687,PF01398-PF00227,,0.0,Retained
PSMD7-201,PSMB3,5691,PF01398-PF00227,,0.0,Retained
PSMD7-201,PAAF1,80227,PF01398-PF00400,,0.0,Retained
PSMD7-201,PSMD2,5708,PF01398-PF01851,,0.0,Retained
PSMD7-201,PSMC4,5704,PF01398-PF16450 ; PF01398-PF00004 ; PF16450-PF13012,,0.0,Retained
PSMD7-201,PSMC3,5702,PF01398-PF16450 ; PF01398-PF00004 ; PF16450-PF13012,,0.0,Retained
PSMD7-201,PSMC5,5705,PF00004-PF01398 ; PF01398-PF16450 ; PF16450-PF13012,,0.0,Retained
PSMD7-201,PSMC6,5706,PF01398-PF16450 ; PF01398-PF00004 ; PF16450-PF13012,,0.0,Retained
PSMD7-201,PSMB4,5692,PF00227-PF01398,,0.0,Retained
PSMD7-201,PSMC1,5700,PF01398-PF16450 ; PF01398-PF00004 ; PF16450-PF13012,,0.0,Retained
PSMD7-201,PSMB2,5690,PF01398-PF00227,,0.0,Retained
PSMD7-201,PSMD13,5719,PF01398-PF01399 ; PF01399-PF13012,,0.0,Retained
PSMD7-201,PSMC2,5701,PF01398-PF00004,,0.0,Retained
PSMD7-201,PSMD4,5710,PF01398-PF13519,,0.0,Retained
PSMD7-201,PSMB8,5696,PF01398-PF00227,,0.0,Retained
PSMD7-201,PSMA8,143471,PF01398-PF00227,,0.0,Retained
PSMD7-201,PSMB6,5694,PF01398-PF00227,,0.0,Retained
PSMD7-201,PSMB7,5695,PF01398-PF00227,,0.0,Retained
PSMD7-201,UBLCP1,134510,PF01398-PF00240,,0.0,Retained
PSMD7-201,PSMA2,5683,PF01398-PF00227,,0.0,Retained
PSMD7-201,PSMB5,5693,PF01398-PF00227,,0.0,Retained
PSMD7-201,PSMA4,5685,PF00227-PF01398,,0.0,Retained
PSMD7-201,PSMD14,10213,PF01398-PF13012 ; PF01398-PF01398 ; PF13012-PF13012 ; PF13012-PF01398,,0.0,Retained
PSMD7-201,PSMA7,5688,PF01398-PF00227,,0.0,Retained
PSMD7-201,PSMA5,5686,PF01398-PF00227,,0.0,Retained
PSMD7-201,PSMB1,5689,PF01398-PF00227,,0.0,Retained
PSMD7-201,STAMBP,10617,PF01398-PF01398 ; PF01398-PF13012,,0.0,Retained
PSMD7-201,RAD23A,5886,PF01398-PF00240,,0.0,Retained
PSMD7-201,PRKN,5071,PF01398-PF00240,,0.0,Retained
PSMD7-201,UBC,7316,PF01398-PF00240,,0.0,Retained
PSMD7-201,EWSR1,2130,PF01398-PF00076,,0.0,Retained
PSMD7-201,PSMD3,5709,PF01398-PF01399 ; PF01399-PF13012 ; PF08375-PF13012,,0.0,Retained
PSMD7-201,PSMD8,5714,PF10075-PF13012,,0.0,Retained
PSMD7-201,PSMD12,5718,PF01398-PF01399 ; PF01398-PF18098 ; PF01399-PF13012 ; PF18098-PF13012,,0.0,Retained
PSMD7-201,PSMD1,5707,PF01398-PF01851 ; PF13646-PF13012,,0.0,Retained
PSMD7-201,SF3A1,10291,PF01398-PF00240,,0.0,Retained
PSMD7-201,PSMB9,5698,PF01398-PF00227,,0.0,Retained
PSMD7-201,PSMA1,5682,PF01398-PF00227,,0.0,Retained
PSMD7-201,LARP7,51574,PF00076-PF01398,,0.0,Retained
