Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
IKZF3-203,CRK,1398,PF00096-PF00018,,0.0,Retained
IKZF3-203,STK16,8576,PF00069-PF00096,,0.0,Retained
IKZF3-203,RCOR3,55758,PF00249-PF00096,,0.0,Retained
IKZF3-203,HNRNPLL,92906,PF00076-PF00096,,0.0,Retained
IKZF3-203,RBBP7,5931,PF00096-PF00400,,0.0,Retained
IKZF3-203,OAZ3,51686,PF02100-PF00096,,0.0,Retained
IKZF3-203,MTA1,9112,PF00249-PF00096,,0.0,Retained
IKZF3-203,IKZF4,64375,PF00096-PF00096,,0.0,Retained
IKZF3-203,IKZF1,10320,PF00096-PF00096,,0.0,Retained
IKZF3-203,HDAC5,10014,PF00850-PF00096,,0.0,Retained
IKZF3-203,SETMAR,6419,PF00856-PF00096,,0.0,Retained
IKZF3-203,NEK6,10783,PF00069-PF00096,,0.0,Retained
IKZF3-203,HDAC4,9759,PF00850-PF00096,,0.0,Retained
IKZF3-203,GRAP2,9402,PF00096-PF00018,,0.0,Retained
IKZF3-203,STK26,51765,PF00069-PF00096,,0.0,Retained
IKZF3-203,PRKAA1,5562,PF00069-PF00096,,0.0,Retained
IKZF3-203,FOXP3,50943,PF00250-PF00096,,0.0,Retained
IKZF3-203,TSSK3,81629,PF00096-PF00069,,0.0,Retained
IKZF3-203,HNRNPF,3185,PF00076-PF00096,,0.0,Retained
IKZF3-203,HDAC1,3065,PF00850-PF00096,,0.0,Retained
IKZF3-203,HDAC2,3066,PF00850-PF00096,,0.0,Retained
IKZF3-203,GRB2,2885,PF00018-PF00096,,0.0,Retained
IKZF3-203,LMO1,4004,PF00412-PF00096,,0.0,Retained
IKZF3-203,RBBP4,5928,PF00400-PF00096,,0.0,Retained
IKZF3-203,HDAC7,51564,PF00850-PF00096,,0.0,Retained
IKZF3-203,LMO2,4005,PF00412-PF00096,,0.0,Retained
IKZF3-203,KAT5,10524,PF01853-PF00096,,0.0,Retained
IKZF3-203,ATG16L1,55054,PF00400-PF00096,,0.0,Retained
IKZF3-203,CRBN,51185,PF03226-PF00096 ; PF02190-PF00096,,0.0,Retained
IKZF3-203,FHL3,2275,PF00412-PF00096,,0.0,Retained
IKZF3-203,IKZF2,22807,PF00096-PF00096,,0.0,Retained
IKZF3-203,PRDM1,639,PF00096-PF00096 ; PF00856-PF00096,,0.0,Retained
IKZF3-203,PSMA1,5682,PF00227-PF00096,,0.0,Retained
IKZF3-203,ABLIM3,22885,PF00412-PF00096,,0.0,Retained
