Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
HDAC1-201,NSD2,7468,PF00628-PF00850,,0.0,Retained
HDAC1-201,CDK20,23552,PF00069-PF00850,,0.0,Retained
HDAC1-201,HDAC7,51564,PF00850-PF00850,,0.0,Retained
HDAC1-201,EED,8726,PF00400-PF00850,,0.0,Retained
HDAC1-201,PRDM5,11107,PF00096-PF00850,,0.0,Retained
HDAC1-201,E4F1,1877,PF00096-PF00850,,0.0,Retained
HDAC1-201,SNAI1,6615,PF00850-PF00096,,0.0,Retained
HDAC1-201,PAAF1,80227,PF00400-PF00850,,0.0,Retained
HDAC1-201,PRKG1,5592,PF00069-PF00850,,0.0,Retained
HDAC1-201,CDK4,1019,PF00069-PF00850,,0.0,Retained
HDAC1-201,MAPK11,5600,PF00069-PF00850,,0.0,Retained
HDAC1-201,SMARCC1,6599,PF00249-PF00850,,0.0,Retained
HDAC1-201,PHF14,9678,PF00850-PF00628,,0.0,Retained
HDAC1-201,TRERF1,55809,PF01448-PF00850,,0.0,Retained
HDAC1-201,MIER3,166968,PF01448-PF00850 ; PF00249-PF00850,,0.0,Retained
HDAC1-201,PLAGL1,5325,PF00096-PF00850,,0.0,Retained
HDAC1-201,BCL6B,255877,PF00096-PF00850,,0.0,Retained
HDAC1-201,RBBP7,5931,PF00400-PF00850,,0.0,Retained
HDAC1-201,PRKACA,5566,PF00069-PF00850,,0.0,Retained
HDAC1-201,MIER1,57708,PF00249-PF00850 ; PF01448-PF00850,,0.0,Retained
HDAC1-201,PHF12,57649,PF00628-PF00850,,0.0,Retained
HDAC1-201,RBBP4,5928,PF00400-PF00850,,0.0,Retained
HDAC1-201,KDM5A,5927,PF00628-PF00850,,0.0,Retained
HDAC1-201,BAZ2A,11176,PF00628-PF00850,,0.0,Retained
HDAC1-201,WDR5,11091,PF00400-PF00850,,0.0,Retained
HDAC1-201,CHD4,1108,PF00628-PF00850,,0.0,Retained
HDAC1-201,ZEB2,9839,PF00096-PF00850,,0.0,Retained
HDAC1-201,BCL6,604,PF00850-PF00096,,0.0,Retained
HDAC1-201,IKZF2,22807,PF00096-PF00850,,0.0,Retained
HDAC1-201,MTA1,9112,PF00249-PF00850 ; PF01448-PF00850,,0.0,Retained
HDAC1-201,ZMYND8,23613,PF00628-PF00850,,0.0,Retained
HDAC1-201,TLE1,7088,PF00400-PF00850,,0.0,Retained
HDAC1-201,ZNF273,10793,PF00850-PF00096,,0.0,Retained
HDAC1-201,KLF5,688,PF00096-PF00850,,0.0,Retained
HDAC1-201,KMT2A,4297,PF00628-PF00850,,0.0,Retained
HDAC1-201,NCOR2,9612,PF00249-PF00850,,0.0,Retained
HDAC1-201,FEZF2,55079,PF00096-PF00850,,0.0,Retained
HDAC1-201,TBL1XR1,79718,PF00400-PF00850,,0.0,Retained
HDAC1-201,TLE3,7090,PF00400-PF00850,,0.0,Retained
HDAC1-201,TLE4,7091,PF00400-PF00850,,0.0,Retained
HDAC1-201,TADA2A,6871,PF00249-PF00850,,0.0,Retained
HDAC1-201,ELMSAN1,91748,PF01448-PF00850,,0.0,Retained
HDAC1-201,MAPK8,5599,PF00069-PF00850,,0.0,Retained
HDAC1-201,OVOL1,5017,PF00096-PF00850,,0.0,Retained
HDAC1-201,CHD3,1107,PF00628-PF00850,,0.0,Retained
HDAC1-201,ZBTB2,57621,PF00096-PF00850,,0.0,Retained
HDAC1-201,STRAP,11171,PF00400-PF00850,,0.0,Retained
HDAC1-201,CDC42BPA,8476,PF00069-PF00850,,0.0,Retained
