Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
KEAP1-201,PSMD10,5716,PF00023-PF00651,,0.0,Retained
KEAP1-201,MLST8,64223,PF00400-PF01344,,0.0,Retained
KEAP1-201,ENC1,8507,PF07707-PF00651 ; PF00651-PF00651 ; PF01344-PF01344 ; PF00651-PF07707,,0.0,Retained
KEAP1-201,MAPKBP1,23005,PF00400-PF01344,,0.0,Retained
KEAP1-201,ZSCAN32,54925,PF00096-PF00651,,0.0,Retained
KEAP1-201,RECK,8434,PF00651-PF07648,,0.0,Retained
KEAP1-201,TRIM37,4591,PF00651-PF00917,,0.0,Retained
KEAP1-201,BTRC,8945,PF00400-PF01344,,0.0,Retained
KEAP1-201,KLHL3,26249,PF00651-PF00651 ; PF00651-PF07707 ; PF01344-PF01344 ; PF00651-PF07707,,0.0,Retained
KEAP1-201,CUL2,8453,PF00651-PF00888 ; PF00888-PF07707,,0.0,Retained
KEAP1-201,KLHL2,11275,PF00651-PF07707 ; PF00651-PF00651 ; PF00651-PF07707 ; PF01344-PF01344,,0.0,Retained
KEAP1-201,CUL3,8452,PF00651-PF00888 ; PF00888-PF07707,,0.0,Retained
KEAP1-201,WDR1,9948,PF00400-PF01344,,0.0,Retained
KEAP1-201,FBXW11,23291,PF00400-PF01344,,0.0,Retained
KEAP1-201,WDR83,84292,PF00400-PF01344,,0.0,Retained
KEAP1-201,MAZ,4150,PF00096-PF00651,,0.0,Retained
