Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
CAMK2B-217,THRB,7068,PF00105-PF00069 ; PF00104-PF00069,,0.0,Retained
CAMK2B-217,ARMC1,55156,PF00514-PF00069,,0.0,Retained
CAMK2B-217,ACTN4,81,PF13499-PF00069 ; PF00435-PF00069,,0.0,Retained
CAMK2B-217,ZBTB32,27033,PF00096-PF00069,,0.0,Retained
CAMK2B-217,YWHAB,7529,PF00244-PF00069,,0.0,Retained
CAMK2B-217,CD22,933,PF07686-PF00069,,0.0,Retained
CAMK2B-217,HSP90AA1,3320,PF02518-PF00069 ; PF00183-PF00069,,0.0,Retained
CAMK2B-217,RBFOX2,23543,PF00076-PF00069,,0.0,Retained
CAMK2B-217,PARP1,142,PF00069-PF00533,,0.0,Retained
CAMK2B-217,RBPMS,11030,PF00069-PF00076,,0.0,Retained
CAMK2B-217,CAMK2D,817,PF00069-PF00069 ; PF00069-PF08332 ; PF08332-PF00069 ; PF08332-PF08332,,0.0,Retained
CAMK2B-217,RAP2B,5912,PF00069-PF00071,,0.0,Retained
CAMK2B-217,RXRG,6258,PF00105-PF00069 ; PF00104-PF00069,,0.0,Retained
CAMK2B-217,HNRNPL,3191,PF00076-PF00069,,0.0,Retained
CAMK2B-217,RBM42,79171,PF00076-PF00069,,0.0,Retained
CAMK2B-217,CAMK2A,815,PF08332-PF00069 ; PF08332-PF08332 ; PF00069-PF00069 ; PF00069-PF08332,,0.0,Retained
