Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMA3-202,TRIB3,57761,PF00069-PF00227,,0.0,Retained
PSMA3-202,PSMA2,5683,PF10584-PF00227 ; PF10584-PF10584 ; PF00227-PF00227 ; PF00227-PF10584,,0.0,Retained
PSMA3-202,ZNF688,146542,PF00096-PF00227,,0.0,Retained
PSMA3-202,PSMA6,5687,PF00227-PF00227 ; PF00227-PF10584 ; PF10584-PF00227 ; PF10584-PF10584,,0.0,Retained
PSMA3-202,USP14,9097,PF00443-PF00227,,0.0,Retained
PSMA3-202,PSME1,5720,PF02252-PF10584,,0.0,Retained
PSMA3-202,PSMD13,5719,PF01399-PF00227,,0.0,Retained
PSMA3-202,SNAI2,6591,PF00096-PF00227,,0.0,Retained
PSMA3-202,EGR1,1958,PF00096-PF00227,,0.0,Retained
PSMA3-202,PSMB8,5696,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-202,PSMB5,5693,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-202,CUL1,8454,PF00888-PF00227,,0.0,Retained
PSMA3-202,PSMB4,5692,PF00227-PF00227 ; PF00227-PF10584,,0.0,Retained
PSMA3-202,PSME2,5721,PF02252-PF10584,,0.0,Retained
PSMA3-202,PSMA7,5688,PF10584-PF00227 ; PF10584-PF10584 ; PF00227-PF00227 ; PF10584-PF00227,,0.0,Retained
PSMA3-202,PGAM1,5223,PF00300-PF00227,,0.0,Retained
PSMA3-202,PSMA4,5685,PF00227-PF00227 ; PF00227-PF10584 ; PF10584-PF10584 ; PF10584-PF00227,,0.0,Retained
PSMA3-202,PSMC2,5701,PF00004-PF00227 ; PF00004-PF10584 ; PF17862-PF00227 ; PF17862-PF10584,,0.0,Retained
PSMA3-202,UCHL5,51377,PF01088-PF00227,,0.0,Retained
PSMA3-202,PSME3,10197,PF10584-PF02252,,0.0,Retained
PSMA3-202,PSMD2,5708,PF01851-PF00227,,0.0,Retained
PSMA3-202,PSMD3,5709,PF00227-PF01399,,0.0,Retained
PSMA3-202,ZNF366,167465,PF00096-PF00227,,0.0,Retained
PSMA3-202,POMP,51371,PF05348-PF00227,,0.0,Retained
PSMA3-202,PSMB6,5694,PF00227-PF00227 ; PF00227-PF10584,,0.0,Retained
PSMA3-202,CYLD,1540,PF00443-PF00227,,0.0,Retained
PSMA3-202,DVL1,1855,PF00595-PF00227,,0.0,Retained
PSMA3-202,CDK6,1021,PF00227-PF00069,,0.0,Retained
PSMA3-202,PSMC4,5704,PF00004-PF00227 ; PF00004-PF10584 ; PF10584-PF17862 ; PF17862-PF00227,,0.0,Retained
PSMA3-202,PSMD14,10213,PF01398-PF00227,,0.0,Retained
PSMA3-202,PSMD1,5707,PF01851-PF00227,,0.0,Retained
PSMA3-202,USP5,8078,PF00227-PF00443,,0.0,Retained
