Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
ZBTB17-201,ESR1,2099,PF00096-PF00105,,0.0,Retained
ZBTB17-201,EP300,2033,PF00439-PF00096,,0.0,Retained
ZBTB17-201,BCL6,604,PF00096-PF00651 ; PF00096-PF00096 ; PF00651-PF00651 ; PF00651-PF00096,PF00096-PF13894,20.0,Affected
ZBTB17-201,KLF5,688,PF00096-PF00651 ; PF00096-PF00096,PF00096-PF13894,33.0,Affected
ZBTB17-201,ZBTB7C,201501,PF00096-PF00651 ; PF00096-PF00096 ; PF00651-PF00651 ; PF00651-PF00096,PF00096-PF13894,20.0,Affected
ZBTB17-201,DVL2,1856,PF00595-PF00096,,0.0,Retained
ZBTB17-201,HUWE1,10075,PF00627-PF00096,,0.0,Retained
ZBTB17-201,ZBTB4,57659,PF00651-PF00651 ; PF00651-PF00096,,0.0,Retained
ZBTB17-201,ZBTB49,166793,PF00651-PF00651 ; PF00651-PF00096 ; PF00096-PF00651 ; PF00096-PF00096,PF00096-PF13894,20.0,Affected
ZBTB17-201,GFI1,2672,PF00096-PF00651 ; PF00096-PF00096,PF00096-PF13894,33.0,Affected
