Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
MKNK1-229,PDK1,5163,PF00069-PF02518,,0.0,Retained
MKNK1-229,KIF1C,10749,PF00498-PF00069 ; PF00069-PF00225,,0.0,Retained
MKNK1-229,MAPK14,1432,PF00069-PF00069,,0.0,Retained
MKNK1-229,HIPK2,28996,PF00069-PF00069,,0.0,Retained
MKNK1-229,MAPK11,5600,PF00069-PF00069,,0.0,Retained
MKNK1-229,RAB5A,5868,PF00069-PF00071,,0.0,Retained
MKNK1-229,HSP90AB1,3326,PF00069-PF00183 ; PF00069-PF02518,,0.0,Retained
MKNK1-229,PAK2,5062,PF00069-PF00069 ; PF00069-PF00786,,0.0,Retained
MKNK1-229,KIF18A,81930,PF00225-PF00069,,0.0,Retained
MKNK1-229,MAPK3,5595,PF00069-PF00069,,0.0,Retained
MKNK1-229,CREBBP,1387,PF00069-PF00439,,0.0,Retained
MKNK1-229,DNAJC7,7266,PF00069-PF00226,,0.0,Retained
MKNK1-229,ID1,3397,PF00069-PF00010,,0.0,Retained
MKNK1-229,MAPK1,5594,PF00069-PF00069,,0.0,Retained
MKNK1-229,MYH13,8735,PF00069-PF02736 ; PF00069-PF00063,,0.0,Retained
MKNK1-229,LLGL2,3993,PF00069-PF00400,,0.0,Retained
MKNK1-229,PPIA,5478,PF00069-PF00160,,0.0,Retained
MKNK1-229,PARD6B,84612,PF00595-PF00069 ; PF00069-PF00564,,0.0,Retained
