Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PRKCZ-201,PARD3,56288,PF00564-PF00595 ; PF00595-PF00433 ; PF00595-PF00069,,0.0,Retained
PRKCZ-201,AKT2,208,PF00564-PF00069 ; PF00069-PF00169 ; PF00069-PF00069 ; PF00069-PF00433 ; PF00069-PF00433 ; PF00069-PF00130 ; PF00433-PF00169 ; PF00433-PF00433 ; PF00433-PF00130 ; PF00169-PF00130,,0.0,Retained
PRKCZ-201,DAPK3,1613,PF00564-PF00069 ; PF00069-PF00069 ; PF00433-PF00069 ; PF00130-PF00069,,0.0,Retained
PRKCZ-201,NCL,4691,PF00069-PF00076,,0.0,Retained
PRKCZ-201,SLC25A5,292,PF00069-PF00153,,0.0,Retained
PRKCZ-201,NCF1,653361,PF00564-PF00018 ; PF00564-PF00787 ; PF00069-PF00018 ; PF00069-PF00787 ; PF00018-PF00130,,0.0,Retained
PRKCZ-201,SRC,6714,PF00564-PF00018 ; PF00069-PF07714 ; PF00069-PF00018 ; PF00069-PF00017 ; PF00018-PF00130 ; PF00433-PF00017 ; PF00130-PF00017,,0.0,Retained
PRKCZ-201,PDPK1,5170,PF00564-PF00069 ; PF00069-PF00069 ; PF00433-PF00069 ; PF00069-PF00130,,0.0,Retained
PRKCZ-201,CCT2,10576,PF00069-PF00118,,0.0,Retained
PRKCZ-201,EIF3B,8662,PF00069-PF00076,,0.0,Retained
PRKCZ-201,RPS6KB1,6198,PF00564-PF00069 ; PF00069-PF00069 ; PF00069-PF00433 ; PF00433-PF00069 ; PF00433-PF00433 ; PF00069-PF00130 ; PF00130-PF00433,,0.0,Retained
PRKCZ-201,GRWD1,83743,PF00069-PF00400,,0.0,Retained
PRKCZ-201,PTPN14,5784,PF00069-PF00102,,0.0,Retained
PRKCZ-201,NFATC2,4773,PF00069-PF00554,,0.0,Retained
PRKCZ-201,NR5A1,2516,PF00105-PF00069 ; PF00069-PF00104,,0.0,Retained
PRKCZ-201,AJUBA,84962,PF00069-PF00412,,0.0,Retained
PRKCZ-201,TAB1,10454,PF00481-PF00069,,0.0,Retained
PRKCZ-201,PRKCI,5584,PF00564-PF00069 ; PF00564-PF00564 ; PF00069-PF00433 ; PF00069-PF00130 ; PF00069-PF00069 ; PF00069-PF00564 ; PF00433-PF00433 ; PF00433-PF00130 ; PF00433-PF00069 ; PF00433-PF00130 ; PF00069-PF00130 ; PF00130-PF00130,,0.0,Retained
PRKCZ-201,DNAJC13,23317,PF00069-PF00226,,0.0,Retained
PRKCZ-201,ECT2,1894,PF00564-PF00621 ; PF00069-PF00621 ; PF00069-PF00533 ; PF00621-PF00130,,0.0,Retained
PRKCZ-201,AKT1,207,PF00564-PF00069 ; PF00069-PF00069 ; PF00069-PF00433 ; PF00069-PF00169 ; PF00169-PF00433 ; PF00169-PF00130 ; PF00069-PF00433 ; PF00069-PF00130 ; PF00433-PF00433 ; PF00433-PF00130,,0.0,Retained
PRKCZ-201,ADAP1,11033,PF00069-PF00169 ; PF00169-PF00433 ; PF00169-PF00130,,0.0,Retained
PRKCZ-201,MAP2K5,5607,PF00564-PF00564 ; PF00564-PF00069 ; PF00069-PF00564 ; PF00069-PF00069 ; PF00433-PF00069 ; PF00069-PF00130,,0.0,Retained
PRKCZ-201,MAP3K10,4294,PF00069-PF07714,,0.0,Retained
PRKCZ-201,PPP2CA,5515,PF00069-PF00149,,0.0,Retained
PRKCZ-201,WWC1,23286,PF00069-PF00397 ; PF00069-PF00168 ; PF00433-PF00168 ; PF00168-PF00130,,0.0,Retained
PRKCZ-201,SNRPD1,6632,PF00069-PF01423,,0.0,Retained
PRKCZ-201,CSNK2B,1460,PF00069-PF01214,,0.0,Retained
PRKCZ-201,SP1,6667,PF00069-PF00096,,0.0,Retained
PRKCZ-201,EIF4A1,1973,PF00069-PF00271 ; PF00069-PF00270,,0.0,Retained
PRKCZ-201,EGFR,1956,PF00069-PF01030 ; PF00069-PF07714 ; PF00069-PF00757 ; PF00433-PF00757,,0.0,Retained
PRKCZ-201,EEF1A1,1915,PF00069-PF00009,,0.0,Retained
PRKCZ-201,ZNF71,58491,PF00069-PF00096,,0.0,Retained
PRKCZ-201,APPL1,26060,PF00069-PF00169 ; PF00169-PF00433 ; PF00169-PF00130,,0.0,Retained
PRKCZ-201,F11R,50848,PF00069-PF07686 ; PF00069-PF00047,,0.0,Retained
PRKCZ-201,HSPA9,3313,PF00069-PF00012,,0.0,Retained
