Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
KIF1B-201,NINL,22981,PF13833-PF00225,,0.0,Retained
KIF1B-201,RTKN,6242,PF00169-PF00169 ; PF00169-PF00498,,0.0,Retained
KIF1B-201,MAST3,23031,PF00498-PF00069 ; PF00225-PF00069 ; PF00069-PF00169,,0.0,Retained
KIF1B-201,GIPC1,10755,PF00595-PF00169,,0.0,Retained
KIF1B-201,CSNK1A1,1452,PF00498-PF00069 ; PF00225-PF00069 ; PF00069-PF00169,,0.0,Retained
KIF1B-201,KIF13B,23303,PF16183-PF00498 ; PF16183-PF16183 ; PF16183-PF00225 ; PF00498-PF00498 ; PF00498-PF16183 ; PF00498-PF00225 ; PF00498-PF00169 ; PF00498-PF00225 ; PF00225-PF16183 ; PF00225-PF00225,,0.0,Retained
KIF1B-201,STARD13,90627,PF00620-PF00169 ; PF01852-PF00169,,0.0,Retained
KIF1B-201,EIF4A1,1973,PF00498-PF00271,,0.0,Retained
KIF1B-201,ZSCAN26,7741,PF00498-PF00096,,0.0,Retained
KIF1B-201,KSR1,8844,PF07714-PF00169,,0.0,Retained
KIF1B-201,PARD6A,50855,PF00595-PF00169,,0.0,Retained
KIF1B-201,ZBTB21,49854,PF00498-PF00096,,0.0,Retained
KIF1B-201,SH3PXD2A,9644,PF00018-PF00169 ; PF00787-PF00169,,0.0,Retained
KIF1B-201,ZNF217,7764,PF00498-PF00096,,0.0,Retained
KIF1B-201,GOPC,57120,PF00595-PF00169,,0.0,Retained
KIF1B-201,KIF1A,547,PF16183-PF00225 ; PF16183-PF00498 ; PF16183-PF16183 ; PF00225-PF00225 ; PF00225-PF00498 ; PF00498-PF16183 ; PF00498-PF00498 ; PF00498-PF00169 ; PF00498-PF00169 ; PF00498-PF00225 ; PF00225-PF16183 ; PF00169-PF00169,,0.0,Retained
KIF1B-201,SRGAP2,23380,PF00620-PF00169 ; PF00018-PF00169,,0.0,Retained
KIF1B-201,CALM1,801,PF00225-PF13833,,0.0,Retained
KIF1B-201,BRCA1,672,PF00498-PF00097 ; PF00498-PF00533,,0.0,Retained
KIF1B-201,CSNK2A2,1459,PF00498-PF00069 ; PF00225-PF00069 ; PF00069-PF00169,,0.0,Retained
