Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMA6-215,PSMB1,5689,PF00227-PF00227,PF00227-PF10584,50.0,Affected
PSMA6-215,PSMA5,5686,PF00227-PF00227 ; PF00227-PF10584,PF10584-PF00227 ; PF10584-PF10584,50.0,Affected
PSMA6-215,PSMB3,5691,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA6-215,PSMC1,5700,PF17862-PF00227 ; PF00227-PF00004,PF17862-PF10584 ; PF10584-PF00004,50.0,Affected
PSMA6-215,PSMD14,10213,PF00227-PF01398,,0.0,Retained
PSMA6-215,PPP3CA,5530,PF00227-PF00149,,0.0,Retained
PSMA6-215,CUL1,8454,PF00227-PF00888,,0.0,Retained
PSMA6-215,PSMC4,5704,PF00004-PF00227 ; PF00227-PF17862,PF10584-PF17862 ; PF10584-PF00004,50.0,Affected
PSMA6-215,PSME2,5721,,PF10584-PF02252,100.0,Lost
PSMA6-215,PSMC2,5701,PF17862-PF00227 ; PF00227-PF00004,PF17862-PF10584 ; PF10584-PF00004,50.0,Affected
PSMA6-215,CDK1,983,PF00069-PF00227,,0.0,Retained
PSMA6-215,VCP,7415,PF00227-PF00004 ; PF00227-PF17862,PF10584-PF00004 ; PF10584-PF17862,50.0,Affected
PSMA6-215,CYLD,1540,PF00227-PF00443,,0.0,Retained
PSMA6-215,PSMB9,5698,PF00227-PF00227,PF00227-PF10584,50.0,Affected
PSMA6-215,UCHL5,51377,PF00227-PF01088,,0.0,Retained
PSMA6-215,PSMA4,5685,PF10584-PF00227 ; PF00227-PF00227,PF10584-PF10584 ; PF00227-PF10584,50.0,Affected
PSMA6-215,PSMA7,5688,PF00227-PF10584 ; PF00227-PF00227,PF10584-PF10584 ; PF10584-PF00227,50.0,Affected
PSMA6-215,POMP,51371,PF00227-PF05348,,0.0,Retained
PSMA6-215,USP53,54532,PF00443-PF00227,,0.0,Retained
PSMA6-215,CDK2,1017,PF00227-PF00069,,0.0,Retained
PSMA6-215,GPS1,2873,PF00227-PF01399,,0.0,Retained
PSMA6-215,PSMB4,5692,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA6-215,PSMA1,5682,PF00227-PF10584 ; PF00227-PF00227,PF10584-PF10584 ; PF10584-PF00227,50.0,Affected
PSMA6-215,COPS2,9318,PF01399-PF00227,,0.0,Retained
PSMA6-215,PSMC5,5705,PF00227-PF17862 ; PF00227-PF00004,PF10584-PF17862 ; PF10584-PF00004,50.0,Affected
PSMA6-215,PSMA8,143471,PF00227-PF10584 ; PF00227-PF00227,PF10584-PF00227 ; PF10584-PF10584,50.0,Affected
PSMA6-215,PSMD3,5709,PF00227-PF01399,,0.0,Retained
PSMA6-215,CDK4,1019,PF00227-PF00069,,0.0,Retained
PSMA6-215,PSMD12,5718,PF00227-PF01399,,0.0,Retained
PSMA6-215,PSMB5,5693,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA6-215,AURKA,6790,PF00069-PF00227,,0.0,Retained
PSMA6-215,PSMA3,5684,PF10584-PF00227 ; PF00227-PF00227,PF10584-PF10584 ; PF00227-PF10584,50.0,Affected
PSMA6-215,COPS5,10987,PF01398-PF00227,,0.0,Retained
PSMA6-215,PSMB6,5694,PF00227-PF00227,PF00227-PF10584,50.0,Affected
PSMA6-215,PSMA2,5683,PF00227-PF10584 ; PF00227-PF00227,PF10584-PF10584 ; PF10584-PF00227,50.0,Affected
PSMA6-215,PSMD13,5719,PF00227-PF01399,,0.0,Retained
PSMA6-215,PSMD2,5708,PF00227-PF01851,,0.0,Retained
PSMA6-215,PSMD6,9861,PF00227-PF01399,,0.0,Retained
PSMA6-215,PSMB2,5690,PF00227-PF00227,PF00227-PF10584,50.0,Affected
PSMA6-215,PSME1,5720,,PF10584-PF02252,100.0,Lost
PSMA6-215,PSMC3,5702,PF00227-PF17862 ; PF00227-PF00004,PF10584-PF17862 ; PF10584-PF00004,50.0,Affected
PSMA6-215,PSMD7,5713,PF00227-PF01398,,0.0,Retained
PSMA6-215,ZBTB44,29068,PF00227-PF00096,,0.0,Retained
PSMA6-215,PSME3,10197,,PF10584-PF02252,100.0,Lost
PSMA6-215,USP14,9097,PF00227-PF00443,,0.0,Retained
PSMA6-215,USP4,7375,PF00227-PF00443,,0.0,Retained
PSMA6-215,PSMB7,5695,PF00227-PF00227 ; PF00227-PF12465,PF00227-PF10584,33.0,Affected
PSMA6-215,PLK1,5347,PF00227-PF00069,,0.0,Retained
PSMA6-215,PSMB8,5696,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA6-215,PSMC6,5706,PF00004-PF00227 ; PF00227-PF17862,PF00004-PF10584 ; PF10584-PF17862,50.0,Affected
PSMA6-215,PSMD1,5707,PF00227-PF01851,,0.0,Retained
PSMA6-215,PSMD11,5717,PF00227-PF18055 ; PF00227-PF01399,,0.0,Retained
