Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
SEM1-201,PCID2,55795,PF01399-PF05160,,0.0,Retained
SEM1-201,PSMD6,9861,PF10602-PF05160 ; PF01399-PF05160,,0.0,Retained
SEM1-201,PSMD12,5718,PF05160-PF01399,,0.0,Retained
SEM1-201,EIF3C,8663,PF01399-PF05160,,0.0,Retained
SEM1-201,SAC3D1,29901,PF03399-PF05160,,0.0,Retained
SEM1-201,LENG8,114823,PF03399-PF05160,,0.0,Retained
SEM1-201,EIF3A,8661,PF01399-PF05160,,0.0,Retained
SEM1-201,PSMD3,5709,PF01399-PF05160,,0.0,Retained
SEM1-201,BRCA2,675,PF09169-PF05160 ; PF09103-PF05160,,0.0,Retained
SEM1-201,PSMD11,5717,PF05160-PF01399,,0.0,Retained
SEM1-201,PSMD13,5719,PF01399-PF05160,,0.0,Retained
