Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
LRP1-206,MAPK8IP1,9479,PF00058-PF00640,,0.0,Retained
LRP1-206,SERPINE1,5054,,PF14670-PF00079,100.0,Lost
LRP1-206,NOS1AP,9722,PF00640-PF00058,,0.0,Retained
LRP1-206,APBA2,321,PF00058-PF00640,,0.0,Retained
LRP1-206,ANKS1B,56899,PF00640-PF00058,,0.0,Retained
LRP1-206,PLAT,5327,PF00008-PF00058,PF00008-PF00057 ; PF00008-PF14670 ; PF00008-PF07645 ; PF00057-PF00089 ; PF14670-PF00089 ; PF00089-PF07645,86.0,Affected
LRP1-206,APBB1,322,PF00640-PF00058,,0.0,Retained
LRP1-206,A2M,2,,PF00057-PF07703,100.0,Lost
LRP1-206,LRPAP1,4043,,PF00057-PF06400 ; PF00057-PF06401,100.0,Lost
LRP1-206,THBS1,7057,,PF00057-PF00090 ; PF02412-PF07645,100.0,Lost
LRP1-206,CUBN,8029,PF00058-PF07645 ; PF00058-PF00008,PF12947-PF07645 ; PF00057-PF00431 ; PF00057-PF00008 ; PF14670-PF00431 ; PF14670-PF07645 ; PF14670-PF00008 ; PF00431-PF07645 ; PF07645-PF07645 ; PF07645-PF00008,82.0,Affected
LRP1-206,DAB1,1600,PF00640-PF00058,,0.0,Retained
LRP1-206,F9,2158,PF14670-PF00058 ; PF00058-PF00008,PF00057-PF14670 ; PF00057-PF00089 ; PF00057-PF00008 ; PF00089-PF14670 ; PF00089-PF07645 ; PF14670-PF14670 ; PF14670-PF07645 ; PF14670-PF00008 ; PF07645-PF00008,82.0,Affected
LRP1-206,MAPK8IP2,23542,PF00058-PF00640,,0.0,Retained
LRP1-206,GULP1,51454,PF00640-PF00058,,0.0,Retained
LRP1-206,LOXL2,4017,,PF00057-PF00530,100.0,Lost
LRP1-206,SHC1,6464,PF00058-PF00640,,0.0,Retained
LRP1-206,DAB2,1601,PF00640-PF00058,,0.0,Retained
LRP1-206,MMP14,4323,PF00058-PF00045,,0.0,Retained
