Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
NBN-211,VRK1,7443,,PF00498-PF00069,100.0,Lost
NBN-211,BLM,641,,PF00498-PF00271,100.0,Lost
NBN-211,DDX1,1653,,PF00498-PF00271,100.0,Lost
NBN-211,ATRX,546,,PF00498-PF00271,100.0,Lost
NBN-211,H2BC3,3018,,PF00498-PF00125,100.0,Lost
NBN-211,WRN,7486,,PF00498-PF00271,100.0,Lost
NBN-211,RNF8,9025,,PF00498-PF00498,100.0,Lost
NBN-211,RECQL4,9401,,PF00498-PF00271,100.0,Lost
NBN-211,DDX5,1655,,PF00498-PF00271,100.0,Lost
NBN-211,CDK9,1025,,PF00498-PF00069,100.0,Lost
NBN-211,MDC1,9656,,PF00498-PF00498,100.0,Lost
NBN-211,BRCA1,672,,PF00498-PF00533 ; PF00498-PF00097,100.0,Lost
NBN-211,H3-4,8290,,PF00498-PF00125,100.0,Lost
NBN-211,PAXIP1,22976,,PF00498-PF00533,100.0,Lost
NBN-211,CHEK1,1111,,PF00498-PF00069,100.0,Lost
NBN-211,SNAI1,6615,,PF00498-PF00096,100.0,Lost
NBN-211,H3C6,8353,,PF00498-PF00125,100.0,Lost
NBN-211,TLK1,9874,,PF00498-PF00069,100.0,Lost
NBN-211,H2AX,3014,,PF00498-PF00125,100.0,Lost
NBN-211,RECQL5,9400,,PF00498-PF00271,100.0,Lost
NBN-211,PRKN,5071,,PF00240-PF00498,100.0,Lost
NBN-211,H3C1,8350,,PF00498-PF00125,100.0,Lost
NBN-211,TOPBP1,11073,,PF00498-PF00533,100.0,Lost
NBN-211,RFC1,5981,,PF00498-PF00533,100.0,Lost
