Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
APP-207,DAB2,1601,,PF00640-PF10515,100.0,Lost
APP-207,KLK7,5650,,PF00014-PF00089,100.0,Lost
APP-207,PSEN2,5664,,PF03494-PF01080,100.0,Lost
APP-207,PAEP,5047,,PF00061-PF03494,100.0,Lost
APP-207,PSEN1,5663,,PF03494-PF01080,100.0,Lost
APP-207,MAPK8IP1,9479,,PF00640-PF10515,100.0,Lost
APP-207,PRSS23,11098,,PF00014-PF00089,100.0,Lost
APP-207,F11,2160,,PF00089-PF00014,100.0,Lost
APP-207,APBB3,10307,,PF10515-PF00640,100.0,Lost
APP-207,VSIG4,11326,,PF00014-PF07686,100.0,Lost
APP-207,PRSS33,260429,,PF00014-PF00089,100.0,Lost
APP-207,MAPK8IP2,23542,,PF00640-PF10515,100.0,Lost
APP-207,KLK2,3817,,PF00089-PF00014,100.0,Lost
APP-207,NOS1AP,9722,,PF00640-PF10515,100.0,Lost
APP-207,KLK9,284366,,PF00089-PF00014,100.0,Lost
APP-207,SHC1,6464,,PF10515-PF00640,100.0,Lost
APP-207,CD300LB,124599,,PF07686-PF00014,100.0,Lost
APP-207,APBB1,322,,PF10515-PF00640,100.0,Lost
APP-207,APBB2,323,,PF00640-PF10515,100.0,Lost
APP-207,TFPI,7035,,PF00014-PF00014,100.0,Lost
APP-207,APBA3,9546,,PF00640-PF10515,100.0,Lost
APP-207,CD300LF,146722,,PF00014-PF07686,100.0,Lost
APP-207,IGSF6,10261,,PF07686-PF00014,100.0,Lost
APP-207,DAB1,1600,,PF00640-PF10515,100.0,Lost
APP-207,HAVCR2,84868,,PF07686-PF00014,100.0,Lost
APP-207,ANKS1B,56899,,PF10515-PF00640,100.0,Lost
APP-207,TNFRSF14,8764,PF12925-PF00020,,0.0,Retained
APP-207,APBA2,321,,PF00640-PF10515,100.0,Lost
APP-207,HAPLN1,1404,,PF07686-PF00014,100.0,Lost
APP-207,NUMB,8650,,PF00640-PF10515,100.0,Lost
APP-207,SPINT2,10653,,PF00014-PF00014,100.0,Lost
APP-207,CEACAM6,4680,,PF00014-PF07686,100.0,Lost
APP-207,APBA1,320,,PF00640-PF10515,100.0,Lost
