Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMC5-201,PSMD3,5709,PF01399-PF00004,,0.0,Retained
PSMC5-201,USP49,25862,PF00443-PF16450 ; PF00443-PF00004,,0.0,Retained
PSMC5-201,PSMB9,5698,PF17862-PF00227 ; PF00227-PF00004,,0.0,Retained
PSMC5-201,RAD23B,5887,PF00240-PF00004 ; PF00004-PF00627,,0.0,Retained
PSMC5-201,H3-4,8290,PF00125-PF00004,,0.0,Retained
PSMC5-201,PSMD10,5716,PF13637-PF17862 ; PF17862-PF12796 ; PF17862-PF00023 ; PF00004-PF00023,,0.0,Retained
PSMC5-201,PSMA6,5687,PF17862-PF10584 ; PF17862-PF00227 ; PF00004-PF10584 ; PF00004-PF00227,,0.0,Retained
PSMC5-201,CTNNB1,1499,PF00004-PF00514,,0.0,Retained
PSMC5-201,PSMA4,5685,PF17862-PF10584 ; PF17862-PF00227 ; PF00227-PF00004 ; PF00004-PF10584,,0.0,Retained
PSMC5-201,PSMD11,5717,PF01399-PF00004,,0.0,Retained
PSMC5-201,PSMA7,5688,PF17862-PF00227 ; PF17862-PF10584 ; PF00227-PF00004 ; PF00004-PF10584,,0.0,Retained
PSMC5-201,PSMC4,5704,PF17862-PF17862 ; PF17862-PF00004 ; PF17862-PF00004 ; PF16450-PF16450 ; PF16450-PF00004 ; PF16450-PF00004 ; PF00004-PF00004,,0.0,Retained
PSMC5-201,PSMD13,5719,PF01399-PF00004,,0.0,Retained
PSMC5-201,USP4,7375,PF16450-PF00443 ; PF00004-PF00443,,0.0,Retained
PSMC5-201,PSMC3,5702,PF00004-PF16450 ; PF00004-PF17862 ; PF00004-PF00004 ; PF17862-PF17862 ; PF16450-PF16450 ; PF16450-PF00004 ; PF00004-PF17862,,0.0,Retained
PSMC5-201,PSMD12,5718,PF01399-PF00004,,0.0,Retained
PSMC5-201,WDR5,11091,PF00400-PF00004,,0.0,Retained
PSMC5-201,PSMB3,5691,PF17862-PF00227 ; PF00004-PF00227,,0.0,Retained
PSMC5-201,PSMD1,5707,PF17781-PF17862 ; PF01851-PF00004,,0.0,Retained
PSMC5-201,COPS2,9318,PF01399-PF00004,,0.0,Retained
PSMC5-201,ACTC1,70,PF00004-PF00022,,0.0,Retained
PSMC5-201,UBQLN2,29978,PF00627-PF00004 ; PF00004-PF00240,,0.0,Retained
PSMC5-201,PSMB1,5689,PF00227-PF17862 ; PF00227-PF00004,,0.0,Retained
PSMC5-201,PSMD6,9861,PF01399-PF00004 ; PF10602-PF17862 ; PF10602-PF00004,,0.0,Retained
PSMC5-201,PRKN,5071,PF00240-PF00004,,0.0,Retained
PSMC5-201,PSMA1,5682,PF17862-PF10584 ; PF17862-PF00227 ; PF10584-PF00004 ; PF00227-PF00004,,0.0,Retained
PSMC5-201,DYNC1I2,1781,PF00400-PF00004,,0.0,Retained
PSMC5-201,PSMB8,5696,PF17862-PF00227 ; PF00004-PF00227,,0.0,Retained
PSMC5-201,GIT1,28964,PF17862-PF12796,,0.0,Retained
PSMC5-201,PSMD14,10213,PF13012-PF16450 ; PF01398-PF16450 ; PF01398-PF00004,,0.0,Retained
PSMC5-201,PSMA3,5684,PF00227-PF17862 ; PF00227-PF00004 ; PF17862-PF10584 ; PF10584-PF00004,,0.0,Retained
PSMC5-201,PAAF1,80227,PF00400-PF00004,,0.0,Retained
PSMC5-201,PSMA2,5683,PF10584-PF17862 ; PF10584-PF00004 ; PF17862-PF00227 ; PF00227-PF00004,,0.0,Retained
PSMC5-201,PSMB6,5694,PF17862-PF00227 ; PF00227-PF00004,,0.0,Retained
PSMC5-201,PSMB7,5695,PF17862-PF00227 ; PF00004-PF00227,,0.0,Retained
PSMC5-201,PSMA8,143471,PF17862-PF10584 ; PF17862-PF00227 ; PF00227-PF00004 ; PF10584-PF00004,,0.0,Retained
PSMC5-201,UBC,7316,PF00240-PF00004,,0.0,Retained
PSMC5-201,PSMC1,5700,PF16450-PF16450 ; PF16450-PF00004 ; PF17862-PF00004 ; PF17862-PF17862 ; PF17862-PF00004 ; PF16450-PF00004 ; PF00004-PF00004,,0.0,Retained
PSMC5-201,CREBBP,1387,PF00439-PF00004,,0.0,Retained
PSMC5-201,PSMA5,5686,PF17862-PF00227 ; PF17862-PF10584 ; PF00004-PF00227 ; PF00004-PF10584,,0.0,Retained
PSMC5-201,CYLD,1540,PF00443-PF16450 ; PF00443-PF00004,,0.0,Retained
PSMC5-201,CBL,867,PF00627-PF00004,,0.0,Retained
PSMC5-201,HUWE1,10075,PF00004-PF00627,,0.0,Retained
PSMC5-201,PSMB4,5692,PF00227-PF17862 ; PF00227-PF00004,,0.0,Retained
PSMC5-201,PSMC2,5701,PF00004-PF16450 ; PF00004-PF17862 ; PF00004-PF00004 ; PF17862-PF17862 ; PF00004-PF17862,,0.0,Retained
PSMC5-201,JUP,3728,PF00514-PF00004,,0.0,Retained
PSMC5-201,LONP1,9361,PF17862-PF00004 ; PF00004-PF16450 ; PF00004-PF00004 ; PF05362-PF00004,,0.0,Retained
PSMC5-201,PSMD2,5708,PF17781-PF17862 ; PF01851-PF00004 ; PF17862-PF18051,,0.0,Retained
PSMC5-201,PSMC6,5706,PF00004-PF16450 ; PF00004-PF17862 ; PF00004-PF00004 ; PF17862-PF17862 ; PF17862-PF00004 ; PF16450-PF16450 ; PF00004-PF16450,,0.0,Retained
PSMC5-201,VCP,7415,PF02933-PF17862 ; PF02933-PF00004 ; PF17862-PF02359 ; PF17862-PF09336 ; PF17862-PF17862 ; PF17862-PF00004 ; PF09336-PF00004 ; PF17862-PF00004 ; PF16450-PF00004 ; PF00004-PF02359 ; PF00004-PF00004,,0.0,Retained
PSMC5-201,USP15,9958,PF00443-PF16450 ; PF00443-PF00004,,0.0,Retained
PSMC5-201,RAD23A,5886,PF00240-PF00004 ; PF00627-PF00004,,0.0,Retained
PSMC5-201,STRN,6801,PF00400-PF00004,,0.0,Retained
PSMC5-201,PSMB5,5693,PF00227-PF17862 ; PF00227-PF00004,,0.0,Retained
PSMC5-201,PSMD7,5713,PF13012-PF16450 ; PF16450-PF01398 ; PF01398-PF00004,,0.0,Retained
PSMC5-201,UBLCP1,134510,PF00004-PF00240,,0.0,Retained
PSMC5-201,UBQLN4,56893,PF00240-PF00004 ; PF00627-PF00004,,0.0,Retained
PSMC5-201,PSMB2,5690,PF17862-PF00227 ; PF00227-PF00004,,0.0,Retained
PSMC5-201,PSMD9,5715,PF17862-PF18265,,0.0,Retained
PSMC5-201,USP44,84101,PF00443-PF16450 ; PF00443-PF00004,,0.0,Retained
PSMC5-201,USP14,9097,PF00443-PF16450 ; PF00443-PF00004,,0.0,Retained
