Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
KBTBD7-201,KBTBD6,89890,PF00651-PF00651 ; PF00651-PF07707 ; PF01344-PF01344 ; PF00651-PF07707,,0.0,Retained
KBTBD7-201,LLGL2,3993,PF01344-PF00400,,0.0,Retained
KBTBD7-201,WDR44,54521,PF01344-PF00400,,0.0,Retained
KBTBD7-201,ZNF3,7551,PF00096-PF00651,,0.0,Retained
KBTBD7-201,DCAF13,25879,PF01344-PF00400,,0.0,Retained
KBTBD7-201,KLHL29,114818,PF01344-PF01344 ; PF07707-PF00651 ; PF07707-PF00651 ; PF00651-PF00651,,0.0,Retained
KBTBD7-201,HIVEP1,3096,PF00096-PF00651,,0.0,Retained
KBTBD7-201,LLGL1,3996,PF01344-PF00400,,0.0,Retained
KBTBD7-201,ZNF574,64763,PF00096-PF00651,,0.0,Retained
KBTBD7-201,NSMAF,8439,PF01344-PF00400,,0.0,Retained
KBTBD7-201,ZNF24,7572,PF00096-PF00651,,0.0,Retained
KBTBD7-201,ZSCAN21,7589,PF00096-PF00651,,0.0,Retained
KBTBD7-201,ZFP41,286128,PF00096-PF00651,,0.0,Retained
KBTBD7-201,ZBTB21,49854,PF07707-PF00651 ; PF00651-PF00096 ; PF00651-PF00651,,0.0,Retained
KBTBD7-201,CUL3,8452,PF07707-PF00888 ; PF00888-PF00651,,0.0,Retained
KBTBD7-201,KBTBD8,84541,PF01344-PF01344 ; PF07707-PF00651 ; PF00651-PF00651 ; PF07707-PF00651,,0.0,Retained
KBTBD7-201,ZNF669,79862,PF00096-PF00651,,0.0,Retained
