Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
CAMK2B-209,RAP2B,5912,PF00069-PF00071,,0.0,Retained
CAMK2B-209,CAMK2A,815,PF00069-PF00069 ; PF00069-PF08332 ; PF08332-PF08332 ; PF08332-PF00069,,0.0,Retained
CAMK2B-209,CAMK2D,817,PF08332-PF00069 ; PF08332-PF08332 ; PF00069-PF00069 ; PF08332-PF00069,,0.0,Retained
CAMK2B-209,RBPMS,11030,PF00069-PF00076,,0.0,Retained
CAMK2B-209,ACTN4,81,PF00069-PF13499 ; PF00069-PF00435,,0.0,Retained
CAMK2B-209,RBM42,79171,PF00069-PF00076,,0.0,Retained
CAMK2B-209,RXRG,6258,PF00104-PF00069 ; PF00069-PF00105,,0.0,Retained
CAMK2B-209,PARP1,142,PF00533-PF00069,,0.0,Retained
CAMK2B-209,RBFOX2,23543,PF00069-PF00076,,0.0,Retained
CAMK2B-209,YWHAB,7529,PF00069-PF00244,,0.0,Retained
CAMK2B-209,THRB,7068,PF00104-PF00069 ; PF00069-PF00105,,0.0,Retained
CAMK2B-209,CD22,933,PF00069-PF07686,,0.0,Retained
CAMK2B-209,HNRNPL,3191,PF00076-PF00069,,0.0,Retained
CAMK2B-209,ARMC1,55156,PF00069-PF00514,,0.0,Retained
CAMK2B-209,ZBTB32,27033,PF00069-PF00096,,0.0,Retained
CAMK2B-209,HSP90AA1,3320,PF02518-PF00069 ; PF00069-PF00183,,0.0,Retained
