Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
CDC37-201,MAPK7,5598,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,CDK9,1025,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,PSKH2,85481,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,STK26,51765,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,PDIK1L,149420,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,TBK1,29110,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,STK33,65975,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,STK38L,23012,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,CDK5,1020,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,AC091230.1,25989,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,MAP3K6,9064,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,RPS6KA4,8986,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,HSP90AB1,3326,PF00183-PF08565 ; PF00183-PF03234 ; PF08565-PF02518,,0.0,Retained
CDC37-201,MAP3K1,4214,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,RPS6KB2,6199,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,ULK1,8408,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,EIF2AK1,27102,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,CDK6,1021,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,CSNK2A2,1459,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,IKBKE,9641,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,MAP3K3,4215,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,RPS6KA6,27330,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,AURKA,6790,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,MAP2K5,5607,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,CDK15,65061,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,RIPK4,54101,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,CSNK2A1,1457,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,CDKL1,8814,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,AURKB,9212,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,MYLK4,340156,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,AURKC,6795,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,NEK6,10783,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,CDK8,1024,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,PRKCI,5584,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,NEK8,284086,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,IRAK2,3656,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,STK35,140901,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,LRRK1,79705,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,RPS6KA1,6195,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,STK4,6789,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,CDK1,983,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,EIF2AK2,5610,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,CDK18,5129,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,CDK13,8621,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,CLK3,1198,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,PINK1,65018,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,PRKACA,5566,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,CHUK,1147,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,HSP90AA1,3320,PF00183-PF08565 ; PF00183-PF03234 ; PF08565-PF02518,,0.0,Retained
CDC37-201,RPS6KA3,6197,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,GSK3B,2932,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,STK32C,282974,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,IRAK1,3654,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,STK11,6794,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
CDC37-201,RIPK3,11035,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,SGK1,6446,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,CDKL2,8999,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,MAP3K4,4216,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,GRK5,2869,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,CDC37L1,55664,PF08564-PF08565 ; PF08565-PF03234,,0.0,Retained
CDC37-201,CDK4,1019,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,PRKAA1,5562,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,AKT3,10000,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,LRRK2,120892,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,AKT1,207,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,CDK11A,728642,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,CDK11B,984,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,CDK7,1022,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
CDC37-201,STK36,27148,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,PRKCZ,5590,PF00069-PF08565 ; PF00069-PF03234,,0.0,Retained
CDC37-201,IKBKB,3551,PF08565-PF00069 ; PF03234-PF00069,,0.0,Retained
