Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
RAB7A-201,PLEKHM1,9842,PF00071-PF02759,,0.0,Retained
RAB7A-201,TOMM40,10452,PF00071-PF01459,,0.0,Retained
RAB7A-201,RAB11A,8766,PF00071-PF00071,PF08477-PF00071,50.0,Affected
RAB7A-201,RAB5C,5878,PF00071-PF00071,PF08477-PF00071,50.0,Affected
RAB7A-201,PPP2R1B,5519,PF00071-PF02985,,0.0,Retained
RAB7A-201,RAB2A,5862,PF00071-PF00071,PF00071-PF08477,50.0,Affected
RAB7A-201,RAB4B,53916,PF00071-PF00071,PF00071-PF08477,50.0,Affected
RAB7A-201,NOTCH1,4851,PF00071-PF12796,,0.0,Retained
RAB7A-201,KIDINS220,57498,PF13637-PF00071 ; PF00071-PF12796,,0.0,Retained
RAB7A-201,HNRNPK,3190,PF00071-PF00013,,0.0,Retained
RAB7A-201,RAB5A,5868,PF00071-PF00071,PF08477-PF00071,50.0,Affected
RAB7A-201,YIPF5,81555,PF00071-PF04893,,0.0,Retained
RAB7A-201,MYC,4609,PF00071-PF00010,,0.0,Retained
RAB7A-201,ARL8B,55207,PF00071-PF00025,,0.0,Retained
RAB7A-201,CFL1,1072,PF00071-PF00241,,0.0,Retained
RAB7A-201,GDI1,2664,PF00071-PF00996,,0.0,Retained
RAB7A-201,JUP,3728,PF00071-PF00514,,0.0,Retained
RAB7A-201,RAB8B,51762,PF00071-PF00071,PF00071-PF08477,50.0,Affected
RAB7A-201,ZFYVE28,57732,PF00071-PF01363,,0.0,Retained
RAB7A-201,LRRK2,120892,PF00071-PF08477 ; PF00071-PF00069,PF00069-PF08477 ; PF16095-PF08477 ; PF08477-PF08477,60.0,Affected
RAB7A-201,MECR,51102,PF00107-PF00071,PF00107-PF08477 ; PF08240-PF08477,67.0,Affected
RAB7A-201,MAP2K1,5604,PF00071-PF00069,PF00069-PF08477,50.0,Affected
RAB7A-201,MON1B,22879,PF00071-PF03164,,0.0,Retained
RAB7A-201,ACSL5,51703,PF00071-PF00501,,0.0,Retained
RAB7A-201,RAB5B,5869,PF00071-PF00071,PF08477-PF00071,50.0,Affected
RAB7A-201,RAB17,64284,PF00071-PF00071,PF00071-PF08477,50.0,Affected
RAB7A-201,RHEB,6009,PF00071-PF00071,PF00071-PF08477,50.0,Affected
RAB7A-201,VDAC2,7417,PF00071-PF01459,,0.0,Retained
RAB7A-201,RAP1A,5906,PF00071-PF00071,PF00071-PF08477,50.0,Affected
RAB7A-201,FUS,2521,PF00071-PF00641,,0.0,Retained
RAB7A-201,RAB4A,5867,PF00071-PF00071,PF08477-PF00071,50.0,Affected
RAB7A-201,PLEKHA2,59339,PF00071-PF00169,,0.0,Retained
RAB7A-201,RAB9A,9367,PF00071-PF00071,PF00071-PF08477,50.0,Affected
RAB7A-201,CHM,1121,PF00071-PF00996,,0.0,Retained
RAB7A-201,RAB8A,4218,PF00071-PF00071,PF08477-PF00071,50.0,Affected
RAB7A-201,GDI2,2665,PF00071-PF00996,,0.0,Retained
RAB7A-201,VDAC1,7416,PF00071-PF01459,,0.0,Retained
RAB7A-201,RAB22A,57403,PF00071-PF00071,PF08477-PF00071,50.0,Affected
RAB7A-201,PPP2R1A,5518,PF00071-PF02985,,0.0,Retained
RAB7A-201,RILP,83547,PF00071-PF11461,,0.0,Retained
RAB7A-201,RAP1B,5908,PF00071-PF00071,PF08477-PF00071,50.0,Affected
RAB7A-201,MON1A,84315,PF00071-PF03164,,0.0,Retained
RAB7A-201,CCZ1,51622,PF00071-PF08217,,0.0,Retained
RAB7A-201,RAB10,10890,PF00071-PF00071,PF08477-PF00071,50.0,Affected
RAB7A-201,RHOG,391,PF00071-PF00071,PF00071-PF08477,50.0,Affected
RAB7A-201,RAB1A,5861,PF00071-PF00071,PF00071-PF08477,50.0,Affected
RAB7A-201,RAB1B,81876,PF00071-PF00071,PF00071-PF08477,50.0,Affected
RAB7A-201,FN1,2335,PF00071-PF00041,,0.0,Retained
RAB7A-201,NUTF2,10204,PF00071-PF02136,,0.0,Retained
RAB7A-201,SNX3,8724,PF00071-PF00787,,0.0,Retained
RAB7A-201,HRAS,3265,PF00071-PF00071,PF08477-PF00071,50.0,Affected
RAB7A-201,RAB11B,9230,PF00071-PF00071,PF00071-PF08477,50.0,Affected
RAB7A-201,RAB6A,5870,PF00071-PF08477 ; PF00071-PF00071,PF08477-PF08477 ; PF08477-PF00071,50.0,Affected
RAB7A-201,FGFR1,2260,PF00071-PF07714,,0.0,Retained
RAB7A-201,RAB13,5872,PF00071-PF00071,PF00071-PF08477,50.0,Affected
