Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
GNAZ-203,RAP1GAP,5909,PF00503-PF02188,,0.0,Retained
GNAZ-203,RGS19,10287,PF00615-PF00503,,0.0,Retained
GNAZ-203,RGS20,8601,PF00503-PF00615,,0.0,Retained
GNAZ-203,RGS10,6001,PF00503-PF00615,,0.0,Retained
GNAZ-203,GNG3,2785,PF00503-PF00631,,0.0,Retained
GNAZ-203,P2RY8,286530,PF00001-PF00503,,0.0,Retained
GNAZ-203,DCAF10,79269,PF00503-PF00400,,0.0,Retained
GNAZ-203,DMWD,1762,PF00503-PF00400,,0.0,Retained
GNAZ-203,LRRK1,79705,PF00503-PF00069,,0.0,Retained
GNAZ-203,RGS7,6000,PF00615-PF00503 ; PF00503-PF00631,,0.0,Retained
