Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
CHML-205,RAB6B,51560,,PF00996-PF00071,100.0,Lost
CHML-205,RAB11A,8766,,PF00996-PF00071,100.0,Lost
CHML-205,RAB7B,338382,,PF00996-PF00071,100.0,Lost
CHML-205,RABGGTA,5875,,PF00996-PF01239,100.0,Lost
CHML-205,RAB6A,5870,,PF00996-PF00071,100.0,Lost
CHML-205,RAB9B,51209,,PF00071-PF00996,100.0,Lost
CHML-205,RAB32,10981,,PF00996-PF00071,100.0,Lost
CHML-205,RAB3A,5864,,PF00996-PF00071,100.0,Lost
CHML-205,RAB1B,81876,,PF00996-PF00071,100.0,Lost
CHML-205,RAB1A,5861,,PF00996-PF00071,100.0,Lost
CHML-205,RAB27B,5874,,PF00996-PF00071,100.0,Lost
CHML-205,RAB8B,51762,,PF00996-PF00071,100.0,Lost
CHML-205,RAB5C,5878,,PF00996-PF00071,100.0,Lost
CHML-205,RAB30,27314,,PF00996-PF00071,100.0,Lost
CHML-205,RAB9A,9367,,PF00996-PF00071,100.0,Lost
CHML-205,RAB17,64284,,PF00996-PF00071,100.0,Lost
CHML-205,RAB5A,5868,,PF00996-PF00071,100.0,Lost
CHML-205,RAB11B,9230,,PF00996-PF00071,100.0,Lost
CHML-205,RAB31,11031,,PF00996-PF00071,100.0,Lost
CHML-205,RAB29,8934,,PF00996-PF00071,100.0,Lost
