Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
CRKL-201,DOK2,9046,PF00017-PF02174,,0.0,Retained
CRKL-201,GAB2,9846,PF00017-PF00169 ; PF00018-PF00169,,0.0,Retained
CRKL-201,PLEKHA1,59338,PF00017-PF00169 ; PF00018-PF00169,,0.0,Retained
CRKL-201,DOCK2,1794,PF00018-PF16172,,0.0,Retained
CRKL-201,ARHGEF5,7984,PF00621-PF00018 ; PF00621-PF07653 ; PF00621-PF00017 ; PF00017-PF00169 ; PF00018-PF00169,,0.0,Retained
CRKL-201,CBLB,868,PF00017-PF02761 ; PF00017-PF02762 ; PF00017-PF02262,,0.0,Retained
CRKL-201,AL035425.3,8471,PF00017-PF02174,,0.0,Retained
CRKL-201,OGT,8473,PF00018-PF00515,,0.0,Retained
CRKL-201,PTPN11,5781,PF00017-PF00102 ; PF00017-PF00017 ; PF00018-PF00102 ; PF00018-PF00017 ; PF00017-PF07653,,0.0,Retained
CRKL-201,MAP4K1,11184,PF00017-PF00069 ; PF00018-PF00069,,0.0,Retained
CRKL-201,NEDD9,4739,PF00018-PF00018 ; PF00018-PF07653 ; PF00018-PF00017,,0.0,Retained
CRKL-201,INPP5D,3635,PF00017-PF00017 ; PF00018-PF00017 ; PF00017-PF07653,,0.0,Retained
CRKL-201,YY1,7528,PF00018-PF00096,,0.0,Retained
CRKL-201,RAPGEF1,2889,PF00018-PF00618 ; PF00018-PF00617,,0.0,Retained
CRKL-201,SOCS1,8651,PF07525-PF00017 ; PF00017-PF00017 ; PF00018-PF00017 ; PF00017-PF07653,,0.0,Retained
CRKL-201,SYK,6850,PF00017-PF07714 ; PF00017-PF00017 ; PF00018-PF07714 ; PF00018-PF00017 ; PF00017-PF07653,,0.0,Retained
CRKL-201,PRAG1,157285,PF00017-PF00069 ; PF00018-PF00069,,0.0,Retained
CRKL-201,TNK2,10188,PF07714-PF00018 ; PF07714-PF00017,,0.0,Retained
CRKL-201,BCAR1,9564,PF00017-PF07653 ; PF00017-PF00018 ; PF00018-PF07653 ; PF00018-PF00018 ; PF00018-PF07653 ; PF07653-PF07653,,0.0,Retained
