Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMA5-206,PSMA1,5682,PF00227-PF10584 ; PF00227-PF00227,PF10584-PF10584 ; PF00227-PF10584,50.0,Affected
PSMA5-206,POMP,51371,PF00227-PF05348,,0.0,Retained
PSMA5-206,PSMB1,5689,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA5-206,PSME4,23198,PF00227-PF11919 ; PF00227-PF16507,PF16507-PF10584 ; PF11919-PF10584,50.0,Affected
PSMA5-206,USP14,9097,PF00227-PF00443,,0.0,Retained
PSMA5-206,PSMB6,5694,PF00227-PF00227,PF00227-PF10584,50.0,Affected
PSMA5-206,CUL1,8454,PF00227-PF00888,,0.0,Retained
PSMA5-206,PSMC6,5706,PF00227-PF17862 ; PF00227-PF00004,PF00004-PF10584 ; PF17862-PF10584,50.0,Affected
PSMA5-206,PSMD13,5719,PF00227-PF01399,,0.0,Retained
PSMA5-206,PSMB5,5693,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA5-206,PLK1,5347,PF00227-PF00069,,0.0,Retained
PSMA5-206,PSMD14,10213,PF00227-PF01398,,0.0,Retained
PSMA5-206,PSMB3,5691,PF00227-PF00227,PF00227-PF10584,50.0,Affected
PSMA5-206,USP7,7874,PF00227-PF00443,,0.0,Retained
PSMA5-206,PSMC4,5704,PF00227-PF00004 ; PF00227-PF17862,PF00004-PF10584 ; PF17862-PF10584,50.0,Affected
PSMA5-206,PSMA6,5687,PF00227-PF00227 ; PF00227-PF10584,PF00227-PF10584 ; PF10584-PF10584,50.0,Affected
PSMA5-206,PSME2,5721,,PF02252-PF10584,100.0,Lost
PSMA5-206,PSMB7,5695,PF00227-PF12465 ; PF00227-PF00227,PF00227-PF10584,33.0,Affected
PSMA5-206,PSMD1,5707,PF00227-PF01851,,0.0,Retained
PSMA5-206,PSMB4,5692,PF00227-PF00227,PF00227-PF10584,50.0,Affected
PSMA5-206,PSMC5,5705,PF00227-PF00004 ; PF00227-PF17862,PF17862-PF10584 ; PF00004-PF10584,50.0,Affected
PSMA5-206,PSME3,10197,,PF02252-PF10584,100.0,Lost
PSMA5-206,PSMA8,143471,PF00227-PF10584 ; PF00227-PF00227,PF00227-PF10584 ; PF10584-PF10584,50.0,Affected
PSMA5-206,PSMA3,5684,PF00227-PF00227 ; PF00227-PF10584,PF00227-PF10584 ; PF10584-PF10584,50.0,Affected
PSMA5-206,PSMD6,9861,PF00227-PF01399,,0.0,Retained
PSMA5-206,PSMC1,5700,PF00227-PF17862 ; PF00227-PF00004,PF00004-PF10584 ; PF10584-PF17862,50.0,Affected
PSMA5-206,PPP6C,5537,PF00227-PF00149,,0.0,Retained
PSMA5-206,AURKA,6790,PF00227-PF00069,,0.0,Retained
PSMA5-206,CUL7,9820,PF00227-PF00888,,0.0,Retained
PSMA5-206,PSMD11,5717,PF00227-PF18055 ; PF00227-PF01399,,0.0,Retained
PSMA5-206,PSMC3,5702,PF00227-PF00004 ; PF00227-PF17862,PF00004-PF10584 ; PF17862-PF10584,50.0,Affected
PSMA5-206,UCHL5,51377,PF00227-PF01088,,0.0,Retained
PSMA5-206,PSMC2,5701,PF00227-PF17862 ; PF00227-PF00004,PF10584-PF17862 ; PF10584-PF00004,50.0,Affected
PSMA5-206,PSMA2,5683,PF00227-PF10584 ; PF00227-PF00227,PF00227-PF10584 ; PF10584-PF10584,50.0,Affected
PSMA5-206,CUL3,8452,PF00227-PF00888,,0.0,Retained
PSMA5-206,GAK,2580,PF00227-PF00069,,0.0,Retained
PSMA5-206,PSMB2,5690,PF00227-PF00227,PF00227-PF10584,50.0,Affected
PSMA5-206,PSMD2,5708,PF00227-PF01851,,0.0,Retained
PSMA5-206,PSMB8,5696,PF00227-PF00227,PF00227-PF10584,50.0,Affected
PSMA5-206,PSMD3,5709,PF00227-PF01399,,0.0,Retained
PSMA5-206,PSMD7,5713,PF00227-PF01398,,0.0,Retained
PSMA5-206,CDK2,1017,PF00227-PF00069,,0.0,Retained
PSMA5-206,PSMA4,5685,PF00227-PF00227 ; PF00227-PF10584,PF00227-PF10584 ; PF10584-PF10584,50.0,Affected
PSMA5-206,PSMA7,5688,PF00227-PF00227 ; PF00227-PF10584,PF10584-PF10584 ; PF10584-PF00227,50.0,Affected
PSMA5-206,PSMD12,5718,PF00227-PF01399,,0.0,Retained
PSMA5-206,PSMB9,5698,PF00227-PF00227,PF10584-PF00227,50.0,Affected
