Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
BRAF-204,AURKA,6790,PF07714-PF00069 ; PF00069-PF00130 ; PF00069-PF02196,,0.0,Retained
BRAF-204,PRKCE,5581,PF07714-PF00069 ; PF00433-PF00130 ; PF00433-PF02196 ; PF00130-PF00130 ; PF00130-PF00168 ; PF00130-PF00069 ; PF00130-PF02196 ; PF00069-PF02196,,0.0,Retained
BRAF-204,MAP2K1,5604,PF07714-PF00069 ; PF00069-PF00130 ; PF00069-PF02196,,0.0,Retained
BRAF-204,FGFR2,2263,PF07714-PF07714,,0.0,Retained
BRAF-204,ARAF,369,PF07714-PF07714 ; PF00130-PF00130 ; PF00130-PF02196 ; PF00130-PF02196 ; PF02196-PF02196,,0.0,Retained
BRAF-204,KRAS,3845,PF07714-PF00071 ; PF00071-PF02196,,0.0,Retained
BRAF-204,MAP2K6,5608,PF07714-PF00069 ; PF00069-PF00130 ; PF00069-PF02196,,0.0,Retained
BRAF-204,MYOF,26509,PF00130-PF00168,,0.0,Retained
BRAF-204,KSR1,8844,PF07714-PF07714,,0.0,Retained
BRAF-204,FKBP5,2289,PF07714-PF00254,,0.0,Retained
BRAF-204,MRAS,22808,PF07714-PF00071 ; PF00071-PF02196,,0.0,Retained
BRAF-204,MAP2K2,5605,PF07714-PF00069 ; PF00069-PF00130 ; PF00069-PF02196,,0.0,Retained
BRAF-204,MAPK3,5595,PF07714-PF00069 ; PF00130-PF00069 ; PF00069-PF02196,,0.0,Retained
BRAF-204,IGF1R,3480,PF07714-PF07714 ; PF07714-PF00757,,0.0,Retained
BRAF-204,RAP1A,5906,PF07714-PF00071 ; PF00071-PF02196,,0.0,Retained
BRAF-204,HRAS,3265,PF07714-PF00071 ; PF00071-PF02196,,0.0,Retained
BRAF-204,CPNE3,8895,PF00130-PF00168,,0.0,Retained
BRAF-204,STK11,6794,PF07714-PF00069 ; PF00069-PF00130 ; PF00069-PF02196,,0.0,Retained
BRAF-204,AKT1,207,PF07714-PF00169 ; PF07714-PF00069 ; PF00169-PF00130 ; PF00069-PF00130 ; PF00069-PF02196 ; PF00130-PF00433 ; PF02196-PF00433,,0.0,Retained
BRAF-204,RAP1GAP,5909,PF02188-PF02196,,0.0,Retained
BRAF-204,EGFR,1956,PF07714-PF07714 ; PF07714-PF00757,,0.0,Retained
BRAF-204,IQGAP1,8826,PF07714-PF00307,,0.0,Retained
BRAF-204,RASSF1,11186,PF00130-PF00130 ; PF00130-PF02196,,0.0,Retained
BRAF-204,PAK2,5062,PF07714-PF00069 ; PF00069-PF00130 ; PF00069-PF02196,,0.0,Retained
BRAF-204,MAP2K3,5606,PF07714-PF00069 ; PF00130-PF00069 ; PF02196-PF00069,,0.0,Retained
BRAF-204,RAB1A,5861,PF07714-PF00071 ; PF00071-PF02196,,0.0,Retained
BRAF-204,NRAS,4893,PF07714-PF00071 ; PF00071-PF02196,,0.0,Retained
BRAF-204,LIMK1,3984,PF07714-PF07714,,0.0,Retained
BRAF-204,MAP2K7,5609,PF07714-PF00069 ; PF00130-PF00069 ; PF00069-PF02196,,0.0,Retained
BRAF-204,MAPK1,5594,PF07714-PF00069 ; PF00069-PF00130 ; PF00069-PF02196,,0.0,Retained
BRAF-204,LATS2,26524,PF07714-PF00069 ; PF00433-PF00130 ; PF00433-PF02196 ; PF00069-PF00130 ; PF00069-PF02196,,0.0,Retained
BRAF-204,RAF1,5894,PF07714-PF07714 ; PF02196-PF00130 ; PF02196-PF02196 ; PF00130-PF00130 ; PF02196-PF00130,,0.0,Retained
BRAF-204,RAP1B,5908,PF07714-PF00071 ; PF00071-PF02196,,0.0,Retained
BRAF-204,RPS6KB2,6199,PF07714-PF00069 ; PF00130-PF00069 ; PF00130-PF00433 ; PF00069-PF02196 ; PF00433-PF02196,,0.0,Retained
BRAF-204,NEDD4L,23327,PF00168-PF00130,,0.0,Retained
