Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
ATF3-201,MAFG,4097,,PF03131-PF00170,100.0,Lost
ATF3-201,RELA,5970,PF00554-PF07716 ; PF16179-PF07716,PF00554-PF00170,33.0,Affected
ATF3-201,DDIT3,1649,PF07716-PF07716,PF07716-PF00170,50.0,Affected
ATF3-201,FOS,2353,PF07716-PF00170,PF00170-PF00170,50.0,Affected
ATF3-201,JUNB,3726,PF00170-PF07716,PF00170-PF00170,50.0,Affected
ATF3-201,FOSL1,8061,PF07716-PF00170,PF00170-PF00170,50.0,Affected
ATF3-201,SMARCA4,6597,,PF00439-PF00170,100.0,Lost
ATF3-201,BATF,10538,PF00170-PF07716 ; PF07716-PF07716,PF00170-PF00170 ; PF07716-PF00170,50.0,Affected
ATF3-201,CEBPE,1053,PF07716-PF07716,PF00170-PF07716,50.0,Affected
ATF3-201,NFATC1,4772,PF16179-PF07716 ; PF00554-PF07716,PF00554-PF00170,33.0,Affected
ATF3-201,GSK3B,2932,,PF00069-PF00170,100.0,Lost
ATF3-201,JUND,3727,PF07716-PF00170,PF00170-PF00170,50.0,Affected
ATF3-201,ZNF212,7988,,PF00170-PF00096,100.0,Lost
ATF3-201,CEBPA,1050,PF07716-PF07716,PF00170-PF07716,50.0,Affected
ATF3-201,DBP,1628,PF07716-PF07716,PF07716-PF00170,50.0,Affected
ATF3-201,CEBPB,1051,PF07716-PF07716,PF00170-PF07716,50.0,Affected
ATF3-201,CREBBP,1387,,PF00439-PF00170,100.0,Lost
ATF3-201,CEBPG,1054,PF07716-PF07716,PF00170-PF07716,50.0,Affected
ATF3-201,BATF3,55509,PF00170-PF07716,PF00170-PF00170,50.0,Affected
ATF3-201,ATF2,1386,PF00170-PF07716,PF00170-PF00170,50.0,Affected
ATF3-201,ATF4,468,PF00170-PF07716,PF00170-PF00170,50.0,Affected
ATF3-201,JUN,3725,PF00170-PF07716,PF00170-PF00170,50.0,Affected
ATF3-201,CREB3,10488,PF00170-PF07716,PF00170-PF00170,50.0,Affected
ATF3-201,MAFF,23764,,PF03131-PF00170,100.0,Lost
