Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMD6-202,PSMD3,5709,PF01399-PF10602 ; PF01399-PF01399 ; PF01399-PF08375,,0.0,Retained
PSMD6-202,PSMB9,5698,PF00227-PF01399,,0.0,Retained
PSMD6-202,PSMA6,5687,PF00227-PF01399,,0.0,Retained
PSMD6-202,PSMD10,5716,PF01399-PF00023,,0.0,Retained
PSMD6-202,PSMA4,5685,PF01399-PF00227,,0.0,Retained
PSMD6-202,PSMD11,5717,PF01399-PF10602 ; PF01399-PF01399,,0.0,Retained
PSMD6-202,PSMA7,5688,PF01399-PF00227,,0.0,Retained
PSMD6-202,PSMC4,5704,PF17862-PF10602 ; PF00004-PF10602 ; PF00004-PF01399,,0.0,Retained
PSMD6-202,PSMD13,5719,PF01399-PF01399 ; PF10602-PF01399,,0.0,Retained
PSMD6-202,SEM1,7979,PF05160-PF10602 ; PF05160-PF01399,,0.0,Retained
PSMD6-202,PSMC3,5702,PF00004-PF10602 ; PF00004-PF01399 ; PF10602-PF17862,,0.0,Retained
PSMD6-202,PSMD8,5714,PF10075-PF01399,,0.0,Retained
PSMD6-202,PSMD12,5718,PF01399-PF01399 ; PF10602-PF01399,,0.0,Retained
PSMD6-202,PSMB3,5691,PF01399-PF00227,,0.0,Retained
PSMD6-202,PSMD1,5707,PF01851-PF01399,,0.0,Retained
PSMD6-202,UBQLN2,29978,PF00627-PF01399 ; PF01399-PF00240,,0.0,Retained
PSMD6-202,PSMB1,5689,PF01399-PF00227,,0.0,Retained
PSMD6-202,PRKN,5071,PF01399-PF00240,,0.0,Retained
PSMD6-202,PSMC5,5705,PF01399-PF00004 ; PF00004-PF10602 ; PF10602-PF17862,,0.0,Retained
PSMD6-202,PSMA1,5682,PF00227-PF01399,,0.0,Retained
PSMD6-202,PSMB8,5696,PF00227-PF01399,,0.0,Retained
PSMD6-202,PSMD14,10213,PF01399-PF01398 ; PF01399-PF13012,,0.0,Retained
PSMD6-202,PSMB7,5695,PF00227-PF01399,,0.0,Retained
PSMD6-202,PSMA3,5684,PF00227-PF01399,,0.0,Retained
PSMD6-202,PSMA2,5683,PF01399-PF00227,,0.0,Retained
PSMD6-202,PAAF1,80227,PF01399-PF00400,,0.0,Retained
PSMD6-202,PSMB6,5694,PF01399-PF00227,,0.0,Retained
PSMD6-202,PSMA8,143471,PF00227-PF01399,,0.0,Retained
PSMD6-202,PSMC1,5700,PF00004-PF10602 ; PF00004-PF01399 ; PF10602-PF17862,,0.0,Retained
PSMD6-202,UBC,7316,PF00240-PF01399,,0.0,Retained
PSMD6-202,UBAC1,10422,PF00627-PF01399,,0.0,Retained
PSMD6-202,PSMA5,5686,PF01399-PF00227,,0.0,Retained
PSMD6-202,PSMB10,5699,PF01399-PF00227,,0.0,Retained
PSMD6-202,HUWE1,10075,PF01399-PF00627,,0.0,Retained
PSMD6-202,USP20,10868,PF01399-PF00443,,0.0,Retained
PSMD6-202,PSMB4,5692,PF00227-PF01399,,0.0,Retained
PSMD6-202,PSMC2,5701,PF17862-PF10602 ; PF00004-PF10602 ; PF00004-PF01399,,0.0,Retained
PSMD6-202,UBQLN1,29979,PF00240-PF01399 ; PF01399-PF00627,,0.0,Retained
PSMD6-202,PSMD2,5708,PF01851-PF01399,,0.0,Retained
PSMD6-202,PSMC6,5706,PF00004-PF10602 ; PF00004-PF01399 ; PF10602-PF17862,,0.0,Retained
PSMD6-202,USP15,9958,PF00443-PF01399,,0.0,Retained
PSMD6-202,PCID2,55795,PF01399-PF01399 ; PF10602-PF01399,,0.0,Retained
PSMD6-202,RAD23A,5886,PF00240-PF01399 ; PF00627-PF01399,,0.0,Retained
PSMD6-202,PSMD7,5713,PF13012-PF01399 ; PF01399-PF01398,,0.0,Retained
PSMD6-202,UBLCP1,134510,PF00240-PF01399,,0.0,Retained
PSMD6-202,PSMB5,5693,PF00227-PF01399,,0.0,Retained
PSMD6-202,UBQLN4,56893,PF00240-PF01399 ; PF00627-PF01399,,0.0,Retained
PSMD6-202,PSMB2,5690,PF01399-PF00227,,0.0,Retained
PSMD6-202,USP14,9097,PF00443-PF01399,,0.0,Retained
