Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
NBN-208,TOPBP1,11073,PF00498-PF00533,,0.0,Retained
NBN-208,H3C6,8353,PF00498-PF00125,,0.0,Retained
NBN-208,DDX1,1653,PF00498-PF00271,,0.0,Retained
NBN-208,CDK9,1025,PF00069-PF00498,,0.0,Retained
NBN-208,VRK1,7443,PF00498-PF00069,,0.0,Retained
NBN-208,H2AX,3014,PF00498-PF00125,,0.0,Retained
NBN-208,H2BC3,3018,PF00498-PF00125,,0.0,Retained
NBN-208,BLM,641,PF00498-PF00271,,0.0,Retained
NBN-208,H3-4,8290,PF00498-PF00125,,0.0,Retained
NBN-208,TLK1,9874,PF00498-PF00069,,0.0,Retained
NBN-208,SNAI1,6615,PF00498-PF00096,,0.0,Retained
NBN-208,CHEK1,1111,PF00498-PF00069,,0.0,Retained
NBN-208,MDC1,9656,PF00498-PF00498,,0.0,Retained
NBN-208,BRCA1,672,PF00498-PF00097 ; PF00498-PF00533,,0.0,Retained
NBN-208,RFC1,5981,PF00498-PF00533,,0.0,Retained
NBN-208,ATRX,546,PF00271-PF00498,,0.0,Retained
NBN-208,PAXIP1,22976,PF00498-PF00533,,0.0,Retained
NBN-208,WRN,7486,PF00271-PF00498,,0.0,Retained
NBN-208,DDX5,1655,PF00498-PF00271,,0.0,Retained
NBN-208,RNF8,9025,PF00498-PF00498,,0.0,Retained
NBN-208,RECQL4,9401,PF00498-PF00271,,0.0,Retained
NBN-208,PRKN,5071,PF00498-PF00240,,0.0,Retained
NBN-208,RECQL5,9400,PF00498-PF00271,,0.0,Retained
NBN-208,H3C1,8350,PF00498-PF00125,,0.0,Retained
