Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
SEM1-205,BRCA2,675,PF09169-PF05160 ; PF05160-PF09103,,0.0,Retained
SEM1-205,PSMD6,9861,PF10602-PF05160 ; PF05160-PF01399,,0.0,Retained
SEM1-205,EIF3A,8661,PF05160-PF01399,,0.0,Retained
SEM1-205,LENG8,114823,PF05160-PF03399,,0.0,Retained
SEM1-205,EIF3C,8663,PF05160-PF01399,,0.0,Retained
SEM1-205,PSMD13,5719,PF05160-PF01399,,0.0,Retained
SEM1-205,SAC3D1,29901,PF05160-PF03399,,0.0,Retained
SEM1-205,PSMD3,5709,PF05160-PF01399,,0.0,Retained
SEM1-205,PSMD11,5717,PF05160-PF01399,,0.0,Retained
SEM1-205,PSMD12,5718,PF05160-PF01399,,0.0,Retained
SEM1-205,PCID2,55795,PF05160-PF01399,,0.0,Retained
