Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
TP53-208,MDM2,4193,,PF02201-PF08563,100.0,Lost
TP53-208,PHKG2,5261,PF00069-PF00870,,0.0,Retained
TP53-208,MCL1,4170,PF00452-PF00870,,0.0,Retained
TP53-208,CDK4,1019,PF00069-PF00870,,0.0,Retained
TP53-208,MYLK,4638,PF00069-PF00870,,0.0,Retained
TP53-208,RNASEL,6041,PF00069-PF00870,,0.0,Retained
TP53-208,CREBBP,1387,,PF02135-PF08563 ; PF02135-PF18521 ; PF18521-PF09030 ; PF08563-PF09030,100.0,Lost
TP53-208,EP300,2033,,PF18521-PF02135 ; PF18521-PF09030 ; PF02135-PF08563 ; PF08563-PF09030,100.0,Lost
TP53-208,ERN1,2081,PF00870-PF00069,,0.0,Retained
TP53-208,CSNK1E,1454,PF00870-PF00069,,0.0,Retained
TP53-208,MAPK6,5597,PF00870-PF00069,,0.0,Retained
TP53-208,BCL2L1,598,PF00452-PF00870 ; PF00870-PF02180,,0.0,Retained
TP53-208,GTF2H1,2965,,PF18521-PF08567,100.0,Lost
TP53-208,CHEK2,11200,PF00069-PF00870,,0.0,Retained
TP53-208,MAPK8,5599,PF00870-PF00069,,0.0,Retained
TP53-208,HIPK3,10114,PF00069-PF00870,,0.0,Retained
TP53-208,STAM2,10254,PF00018-PF00870,,0.0,Retained
TP53-208,CSNK1A1,1452,PF00870-PF00069,,0.0,Retained
TP53-208,CDK5,1020,PF00069-PF00870,,0.0,Retained
TP53-208,ANKRD2,26287,PF00023-PF00870,,0.0,Retained
TP53-208,SRPK1,6732,PF00870-PF00069,,0.0,Retained
TP53-208,RIPK4,54101,PF00870-PF00069,,0.0,Retained
TP53-208,LRRK2,120892,PF00069-PF00870,,0.0,Retained
TP53-208,PSMD10,5716,PF00870-PF00023,,0.0,Retained
TP53-208,LATS2,26524,PF00870-PF00069,,0.0,Retained
TP53-208,IKBKB,3551,PF00870-PF00069,,0.0,Retained
TP53-208,CHUK,1147,PF00069-PF00870,,0.0,Retained
TP53-208,MAP2K3,5606,PF00870-PF00069,,0.0,Retained
TP53-208,EIF2AK2,5610,PF00870-PF00069,,0.0,Retained
TP53-208,MDM4,4194,,PF08563-PF02201,100.0,Lost
TP53-208,RPS6KA1,6195,PF00069-PF00870,,0.0,Retained
TP53-208,MAPK14,1432,PF00870-PF00069,,0.0,Retained
TP53-208,RRM2,6241,PF00268-PF00870,,0.0,Retained
TP53-208,CDK1,983,PF00069-PF00870,,0.0,Retained
