Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
KPNA6-201,NUP50,10762,PF16186-PF08911 ; PF00514-PF08911,,0.0,Retained
KPNA6-201,RAN,5901,PF16186-PF00071 ; PF00071-PF00514,,0.0,Retained
KPNA6-201,KPNA2,3838,PF16186-PF16186 ; PF16186-PF00514 ; PF01749-PF01749 ; PF01749-PF00514 ; PF00514-PF00514 ; PF00514-PF16186 ; PF01749-PF00514,,0.0,Retained
KPNA6-201,PRKAR2A,5576,PF01749-PF00027,,0.0,Retained
KPNA6-201,RANBP6,26953,PF00514-PF13646 ; PF00514-PF02985 ; PF02985-PF01749,,0.0,Retained
KPNA6-201,ELAVL1,1994,PF00076-PF00514,,0.0,Retained
KPNA6-201,KPNA3,3839,PF16186-PF00514 ; PF16186-PF16186 ; PF00514-PF01749 ; PF00514-PF00514 ; PF00514-PF16186 ; PF01749-PF01749 ; PF01749-PF00514,,0.0,Retained
KPNA6-201,PSMC2,5701,PF00514-PF00004 ; PF00004-PF01749,,0.0,Retained
KPNA6-201,LARP7,51574,PF00076-PF00514,,0.0,Retained
KPNA6-201,G3BP1,10146,PF02136-PF01749 ; PF02136-PF00514 ; PF00514-PF00076,,0.0,Retained
KPNA6-201,NCBP2,22916,PF00514-PF00076,,0.0,Retained
KPNA6-201,NR2C2,7182,PF00104-PF00514,,0.0,Retained
KPNA6-201,IPO5,3843,PF00514-PF02985 ; PF00514-PF03810 ; PF00514-PF13646 ; PF01749-PF03810 ; PF01749-PF02985,,0.0,Retained
KPNA6-201,ARMC8,25852,PF16186-PF00514 ; PF00514-PF01749 ; PF00514-PF00514,,0.0,Retained
KPNA6-201,PTPN2,5771,PF00514-PF00102,,0.0,Retained
KPNA6-201,ACTC1,70,PF00514-PF00022,,0.0,Retained
KPNA6-201,KPNB1,3837,PF00514-PF02985 ; PF00514-PF03810 ; PF13513-PF01749 ; PF01749-PF03810 ; PF01749-PF02985,,0.0,Retained
KPNA6-201,RAC1,5879,PF16186-PF00071 ; PF00514-PF00071,,0.0,Retained
KPNA6-201,EXOSC4,54512,PF00514-PF01138 ; PF03725-PF01749 ; PF01749-PF01138,,0.0,Retained
