Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMD11-206,USP20,10868,,PF00443-PF01399,100.0,Lost
PSMD11-206,PSMB6,5694,PF00227-PF18055,PF01399-PF00227,50.0,Affected
PSMD11-206,PSMC6,5706,,PF00004-PF01399,100.0,Lost
PSMD11-206,COPS3,8533,,PF01399-PF01399,100.0,Lost
PSMD11-206,PSMD8,5714,,PF10075-PF01399,100.0,Lost
PSMD11-206,PSMA7,5688,PF00227-PF18055,PF01399-PF00227,50.0,Affected
PSMD11-206,UBQLN2,29978,,PF00627-PF01399 ; PF01399-PF00240,100.0,Lost
PSMD11-206,PSMB5,5693,PF00227-PF18055,PF00227-PF01399,50.0,Affected
PSMD11-206,PSMC5,5705,,PF01399-PF00004,100.0,Lost
PSMD11-206,UBLCP1,134510,,PF01399-PF00240,100.0,Lost
PSMD11-206,PSMC3,5702,,PF00004-PF01399,100.0,Lost
PSMD11-206,USP14,9097,,PF01399-PF00443,100.0,Lost
PSMD11-206,RAD23A,5886,,PF01399-PF00627 ; PF01399-PF00240,100.0,Lost
PSMD11-206,PSMA1,5682,PF00227-PF18055,PF01399-PF00227,50.0,Affected
PSMD11-206,PSMC4,5704,,PF00004-PF01399,100.0,Lost
PSMD11-206,PSMD7,5713,,PF01399-PF13012 ; PF01399-PF01398 ; PF18503-PF13012,100.0,Lost
PSMD11-206,PSMB3,5691,PF00227-PF18055,PF00227-PF01399,50.0,Affected
PSMD11-206,USP4,7375,,PF01399-PF00443,100.0,Lost
PSMD11-206,PSMB2,5690,PF18055-PF00227,PF01399-PF00227,50.0,Affected
PSMD11-206,PSMA2,5683,PF00227-PF18055,PF01399-PF00227,50.0,Affected
PSMD11-206,PRKN,5071,,PF01399-PF00240,100.0,Lost
PSMD11-206,PSMA6,5687,PF00227-PF18055,PF01399-PF00227,50.0,Affected
PSMD11-206,PSMD1,5707,,PF01399-PF01851,100.0,Lost
PSMD11-206,PSMD10,5716,,PF01399-PF00023,100.0,Lost
PSMD11-206,PSMA5,5686,PF00227-PF18055,PF01399-PF00227,50.0,Affected
PSMD11-206,CYLD,1540,,PF01399-PF00443,100.0,Lost
PSMD11-206,PSMA3,5684,PF00227-PF18055,PF00227-PF01399,50.0,Affected
PSMD11-206,PSMC1,5700,,PF00004-PF01399,100.0,Lost
PSMD11-206,PSMD3,5709,,PF01399-PF01399 ; PF01399-PF08375 ; PF18503-PF08375,100.0,Lost
PSMD11-206,PSMD12,5718,,PF01399-PF01399,100.0,Lost
PSMD11-206,HUWE1,10075,,PF01399-PF00627,100.0,Lost
PSMD11-206,PSMD6,9861,,PF01399-PF10602 ; PF01399-PF01399,100.0,Lost
PSMD11-206,COPS6,10980,,PF13012-PF01399 ; PF13012-PF18503 ; PF01399-PF01398,100.0,Lost
PSMD11-206,PSMC2,5701,,PF00004-PF01399,100.0,Lost
PSMD11-206,PAAF1,80227,,PF01399-PF00400,100.0,Lost
PSMD11-206,PSMB9,5698,PF00227-PF18055,PF00227-PF01399,50.0,Affected
PSMD11-206,PSMB1,5689,PF00227-PF18055,PF00227-PF01399,50.0,Affected
PSMD11-206,UBC,7316,,PF01399-PF00240,100.0,Lost
PSMD11-206,PSMA4,5685,PF00227-PF18055,PF01399-PF00227,50.0,Affected
PSMD11-206,PSMB4,5692,PF18055-PF00227,PF01399-PF00227,50.0,Affected
PSMD11-206,PSMD13,5719,,PF01399-PF01399,100.0,Lost
PSMD11-206,PSMB7,5695,PF00227-PF18055,PF00227-PF01399,50.0,Affected
PSMD11-206,PSMB8,5696,PF00227-PF18055,PF01399-PF00227,50.0,Affected
PSMD11-206,TLE1,7088,,PF01399-PF00400,100.0,Lost
PSMD11-206,PSMD2,5708,,PF01399-PF01851,100.0,Lost
PSMD11-206,UBQLN4,56893,,PF00627-PF01399 ; PF01399-PF00240,100.0,Lost
PSMD11-206,PSMD14,10213,,PF01399-PF13012 ; PF01399-PF01398 ; PF18503-PF13012,100.0,Lost
PSMD11-206,SEM1,7979,,PF05160-PF01399,100.0,Lost
PSMD11-206,USP15,9958,,PF00443-PF01399,100.0,Lost
