Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
TRIM17-206,UBE2D2,7322,PF00179-PF13445,PF15227-PF00179,50.0,Affected
TRIM17-206,UBE2N,7334,PF00179-PF13445,PF15227-PF00179,50.0,Affected
TRIM17-206,TRIM28,10155,,PF15227-PF00643 ; PF00643-PF00643,100.0,Lost
TRIM17-206,UBE2E1,7324,PF00179-PF13445,PF15227-PF00179,50.0,Affected
TRIM17-206,TRIM39,56658,,PF15227-PF00643 ; PF15227-PF00643 ; PF00622-PF13765 ; PF00622-PF00622 ; PF00643-PF00643,100.0,Lost
TRIM17-206,TRIM41,90933,,PF00622-PF00622 ; PF15227-PF00643 ; PF00622-PF13765 ; PF00643-PF00643 ; PF00643-PF15227,100.0,Lost
TRIM17-206,TRIM44,54765,,PF15227-PF00643 ; PF00643-PF00643,100.0,Lost
TRIM17-206,UBE2D3,7323,PF13445-PF00179,PF15227-PF00179,50.0,Affected
TRIM17-206,UBE2W,55284,PF00179-PF13445,PF15227-PF00179,50.0,Affected
TRIM17-206,UBE2D1,7321,PF13445-PF00179,PF15227-PF00179,50.0,Affected
TRIM17-206,UBE2D4,51619,PF13445-PF00179,PF15227-PF00179,50.0,Affected
TRIM17-206,UBE2H,7328,PF00179-PF13445,PF15227-PF00179,50.0,Affected
TRIM17-206,UBC,7316,PF13445-PF00240,,0.0,Retained
