Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
CEACAM21-207,PTPRF,5792,PF00102-PF00047 ; PF00041-PF00047 ; PF07679-PF00047,PF00041-PF07686 ; PF13895-PF07679 ; PF07679-PF07686,50.0,Affected
CEACAM21-207,CNTN1,1272,PF13927-PF00047 ; PF00041-PF00047 ; PF07679-PF00047,PF13895-PF13927 ; PF13895-PF07679 ; PF13927-PF07686 ; PF00041-PF07686 ; PF07679-PF07686,62.0,Affected
CEACAM21-207,TNFSF9,8744,,PF00229-PF07686,100.0,Lost
CEACAM21-207,HLA-F,3134,PF07654-PF00047 ; PF00129-PF00047,PF07654-PF07686 ; PF07654-PF13895 ; PF00129-PF07686,60.0,Affected
CEACAM21-207,HLA-DPB1,3115,PF00969-PF00047 ; PF00047-PF07654,PF13895-PF07654 ; PF00969-PF07686 ; PF07686-PF07654,60.0,Affected
CEACAM21-207,NECTIN2,5819,PF07686-PF00047 ; PF00047-PF08205,PF13895-PF07686 ; PF13895-PF08205 ; PF07686-PF07686 ; PF07686-PF08205,67.0,Affected
CEACAM21-207,PCDH9,5101,,PF00028-PF07686,100.0,Lost
CEACAM21-207,PCDHGC3,5098,,PF00028-PF07686,100.0,Lost
CEACAM21-207,CDON,50937,PF00041-PF00047 ; PF07679-PF00047 ; PF13927-PF00047,PF00041-PF07686 ; PF13895-PF07679 ; PF13895-PF13927 ; PF07679-PF07686 ; PF13927-PF07686,62.0,Affected
CEACAM21-207,ITIH2,3698,,PF00092-PF07686,100.0,Lost
CEACAM21-207,CD276,80381,PF07686-PF00047 ; PF08205-PF00047 ; PF13927-PF00047,PF07686-PF07686 ; PF07686-PF13895 ; PF13895-PF08205 ; PF13895-PF13927 ; PF07686-PF08205 ; PF07686-PF13927,67.0,Affected
CEACAM21-207,EPHA4,2043,PF00041-PF00047,PF00041-PF07686 ; PF07686-PF01404,67.0,Affected
CEACAM21-207,PTPRS,5802,PF00102-PF00047 ; PF07679-PF00047 ; PF00041-PF00047 ; PF13927-PF00047,PF13895-PF07679 ; PF13895-PF13927 ; PF07679-PF07686 ; PF00041-PF07686 ; PF07686-PF13927,56.00000000000001,Affected
CEACAM21-207,ULBP3,79465,PF00129-PF00047,PF00129-PF07686,50.0,Affected
CEACAM21-207,PCDHGA11,56105,,PF00028-PF07686,100.0,Lost
CEACAM21-207,KIDINS220,57498,,PF13637-PF07686,100.0,Lost
CEACAM21-207,SDK2,54549,PF13927-PF00047 ; PF00041-PF00047 ; PF07679-PF00047,PF13895-PF13927 ; PF13895-PF07679 ; PF13927-PF07686 ; PF00041-PF07686 ; PF07679-PF07686,62.0,Affected
CEACAM21-207,NCR3LG1,374383,PF07654-PF00047,PF13895-PF07654 ; PF07654-PF07686,67.0,Affected
CEACAM21-207,PTK7,5754,PF07679-PF00047 ; PF13927-PF00047,PF07679-PF07686 ; PF07679-PF13895 ; PF13895-PF13927 ; PF13927-PF07686,67.0,Affected
CEACAM21-207,FGFR1,2260,PF00047-PF00047 ; PF00047-PF07679,PF13895-PF00047 ; PF13895-PF07679 ; PF00047-PF07686 ; PF07686-PF07679,67.0,Affected
CEACAM21-207,PCDH20,64881,,PF00028-PF07686,100.0,Lost
CEACAM21-207,ABCB10,23456,,PF00005-PF07686 ; PF00664-PF07686,100.0,Lost
CEACAM21-207,SRC,6714,PF00018-PF00047 ; PF00017-PF00047,PF00017-PF07686,33.0,Affected
CEACAM21-207,FAT4,79633,PF02210-PF00047,PF00028-PF07686,50.0,Affected
CEACAM21-207,ABCB6,10058,,PF00664-PF07686 ; PF00005-PF07686,100.0,Lost
CEACAM21-207,MET,4233,PF01437-PF00047 ; PF01403-PF00047,PF01437-PF13895 ; PF01403-PF07686 ; PF01833-PF07686,60.0,Affected
CEACAM21-207,EPHA3,2042,PF00041-PF00047,PF00041-PF07686 ; PF07686-PF01404,67.0,Affected
